,obj_values,MRO_obj_values,cluster_SAA_obj_values,epsilon,online_time,MRO_time,cluster_SAA_time,MRO_square_val,MRO_sig_val,square_val,sig_val,worst_values,MRO_worst_values,worst_times,MRO_worst_times,worst_values_regret,MRO_worst_values_regret,worst_times_regret,MRO_worst_times_regret,t,regret_bound,MRO_regret_bound,MRO_eval0,MRO_eval1,MRO_satisfy0,MRO_satisfy1,O_eval0,O_eval1,O_satisfy0,O_satisfy1,O_worst_satisfy0,O_worst_satisfy1,MRO_worst_satisfy0,MRO_worst_satisfy1,cluster_SAA_eval0,cluster_SAA_eval1,cluster_SAA_satisfy0,cluster_SAA_satisfy1
0,0.6821864016594936,0.7740430153112033,0.0,0.3389133250039704,0.0001575946807861328,6.008148193359375e-05,0.008124744053930044,6.503022827845026e-33,0.0,5.419185689870855e-33,0.0,0.8474582268711988,0.8474582268711988,3.838539123535156e-05,1.2874603271484375e-05,0.9999999999999999,0.9999999999999999,2.1696090698242188e-05,1.1682510375976562e-05,0,2.129292090973709,1.0646460624454361,0.9733870715105809,1.0491212265827412,0.0,0.0,0.9733870715105809,1.0491212265827412,0.0,0.0,0.0,0.0,0.0,0.0,1.0266982971658,2.1734041424316035,0.0,0.0
1,0.7449902544840202,0.8246160275765169,0.0,0.337679751340865,0.0001068115234375,7.224082946777344e-05,0.001201758161187172,2.080267650672799e-32,0.0,4.64501630560359e-33,0.0,0.7871539675155408,0.7871539675155408,2.2649765014648438e-05,1.239776611328125e-05,0.8223297410800232,0.8223297410800232,1.71661376953125e-05,1.1205673217773438e-05,1,1.6497421734460203,1.8839686434131673,0.9707613304373052,1.0639417042543142,0.0,0.0,0.9707613304373052,1.0639417042543142,0.0,0.0,0.0,0.0,0.0,0.0,1.0266982971658,2.1734041424316035,0.0,0.0
2,0.695917885146953,0.7507824037096147,0.0,0.3366402832466798,9.322166442871094e-05,6.29425048828125e-05,0.0012779580429196358,4.1299697613799877e-32,0.0,4.064389267403141e-33,0.0,0.7912424936832949,0.7912424936832949,2.1219253540039062e-05,1.2636184692382812e-05,0.8183253064504553,0.8183253064504554,1.621246337890625e-05,1.049041748046875e-05,2,1.400943434115656,1.8622211864734899,0.9686510504099143,1.0782956290053753,0.0,0.0,0.9686510504099143,1.0782956290053753,0.0,0.0,0.0,0.0,0.0,0.0,1.0266982971658,2.1734041424316035,0.0,0.0
3,0.7314923662860724,0.7805993058653303,0.0,0.3357424417638425,9.083747863769531e-05,6.079673767089844e-05,0.0013640192337334156,1.1876536643871932e-32,0.0,3.612790459913904e-33,0.0,1.0085497304399196,1.0085497304399196,2.2172927856445312e-05,1.2874603271484375e-05,1.0058624748018183,1.0058624748018183,1.5974044799804688e-05,1.049041748046875e-05,3,1.3644191287381464,1.8176985755955373,0.9684760136256527,1.0857103084541295,0.0,0.0,0.9684760136256527,1.0857103084541293,0.0,0.0,0.0,0.0,0.0,0.0,1.0266982971658,2.1734041424316035,0.0,0.0
4,0.9089171464607442,0.9731083422623198,1.3816108750890837e-15,0.33495247729348543,8.869171142578125e-05,6.127357482910156e-05,0.0032300222665071487,9.84288126252374e-32,2.4671622769447922e-17,3.251511413922513e-33,0.0,1.0454627387920206,1.0454627387920206,2.9325485229492188e-05,1.3828277587890625e-05,1.0784179657093296,1.0784179657093296,1.6450881958007812e-05,1.0251998901367188e-05,4,1.275238274370276,1.8209622952216205,0.9686073990481963,1.084364536968131,1.0,0.0,0.9686073990481963,1.084364536968131,0.0,0.0,0.0,0.0,1.0,0.0,1.050897932225829,1.1156400506953992,0.0,0.0
5,0.7492138606643721,0.7783721042767153,0.0,0.33424740510750256,0.008697986602783203,0.008239507675170898,0.003309571649879217,1.3142440616204663e-32,0.0,2.9559194672022845e-33,0.0,0.8783031608930087,0.8783031608930083,2.6702880859375e-05,1.2874603271484375e-05,1.0522217742239688,1.0522217742239688,1.6450881958007812e-05,1.0967254638671875e-05,5,1.2136788600615505,1.7591936710761094,1.0325449970578893,1.093865320239707,0.0,0.0,1.0325449970578893,1.0938653202397068,0.0,0.0,0.0,0.0,0.0,0.0,4.053903955520379,3.9635351091540247,0.0,0.0
6,0.8680510792118622,0.9119568614528684,6.055761952500853e-17,0.33361086837894854,9.751319885253906e-05,7.43865966796875e-05,0.00329893222078681,9.793039162175565e-33,0.0,2.7095928449354274e-33,0.0,0.9854876354435,0.9933182551374444,2.7418136596679688e-05,1.2636184692382812e-05,0.9601453439738457,0.9601453439738454,1.6927719116210938e-05,1.0967254638671875e-05,6,1.1485171255913598,1.701436026964544,1.0332918190234626,1.0998390278553871,0.0,0.0,1.032897919759123,1.0945865083345558,0.0,0.0,0.0,0.0,0.0,0.0,1.625811536619363,1.8483726964804656,0.0,0.0
7,0.9381830829224973,0.9698545424054477,2.9605947323337506e-16,0.33303081441754634,9.632110595703125e-05,6.151199340820312e-05,0.0035768230445683002,1.6407832267421686e-32,0.0,2.501162626094241e-33,0.0,1.0485419121059891,1.0406856967888907,2.8848648071289062e-05,1.2636184692382812e-05,1.0561487182518934,1.0589420939045933,1.71661376953125e-05,1.0728836059570312e-05,7,1.0956714389848075,1.6733830638277483,1.0312150053909475,1.0978487938447927,0.0,0.0,1.0318708112273227,1.0974016762638505,0.0,0.0,0.0,0.0,0.0,0.0,4.85881753879879,4.990984112317663,0.0,0.0
8,1.007680221955601,1.0428531142879391,2.049642507000289e-16,0.3324981071621291,9.989738464355469e-05,6.175041198730469e-05,0.0039052655920386314,4.5675384653743067e-32,0.0,2.322508152801795e-33,0.0,1.071666453954014,1.066252980132898,2.6702880859375e-05,1.3113021850585938e-05,1.0713951931993848,1.0603710208930277,1.6689300537109375e-05,1.0967254638671875e-05,8,1.0649256317542124,1.649297486492722,1.0299138582773895,1.0963885737634516,1.0,0.0,1.0293867939919359,1.0977141139137492,0.0,0.0,0.0,0.0,1.0,0.0,4.02037151882173,4.4095555277254315,0.0,0.0
9,1.0348988397909857,1.0690469539485754,2.2204460492503128e-16,0.3320056569877835,0.00010657310485839844,6.031990051269531e-05,0.004058776888996363,2.0098723318349842e-32,0.0,2.167674275948342e-33,0.0,1.1124301142220405,1.1112737264168675,2.5987625122070312e-05,1.3113021850585938e-05,1.1117224764212916,1.107614890405539,1.6689300537109375e-05,1.0967254638671875e-05,9,1.0150617007658078,1.606362915173986,1.0275548339864573,1.0976814592036435,1.0,0.0,1.029199005639069,1.0993682653997103,1.0,0.0,1.0,0.0,1.0,0.0,3.964446999707624,4.107481399528421,0.0,0.0
