,obj_values,MRO_obj_values,cluster_SAA_obj_values,epsilon,online_time,MRO_time,cluster_SAA_time,MRO_square_val,MRO_sig_val,square_val,sig_val,worst_values,MRO_worst_values,worst_times,MRO_worst_times,worst_values_regret,MRO_worst_values_regret,worst_times_regret,MRO_worst_times_regret,t,regret_bound,MRO_regret_bound,MRO_eval0,MRO_eval1,MRO_satisfy0,MRO_satisfy1,O_eval0,O_eval1,O_satisfy0,O_satisfy1,O_worst_satisfy0,O_worst_satisfy1,MRO_worst_satisfy0,MRO_worst_satisfy1,cluster_SAA_eval0,cluster_SAA_eval1,cluster_SAA_satisfy0,cluster_SAA_satisfy1
0,0.6508953475007223,0.7411292226188869,0.0,0.3389133250039704,7.963180541992188e-05,4.0531158447265625e-05,0.0013012080453336239,1.4312066899227646e-32,0.0,1.1926722416023039e-32,0.0,0.8456858352868027,0.8456858352868027,2.002716064453125e-05,1.1920928955078125e-05,0.9999999999999999,0.9999999999999999,1.5735626220703125e-05,9.775161743164062e-06,0,1.983577610801636,0.9917888273264537,1.0027854956147768,0.9869765334702754,0.0,0.0,1.0027854956147768,0.9869765334702754,0.0,0.0,0.0,0.0,0.0,0.0,3.5535108936727577,4.1435270684121885,0.0,0.0
1,0.7234009564323887,0.7961903808697256,0.0,0.337679751340865,8.20159912109375e-05,5.817413330078125e-05,0.0012080483138561249,4.892514066276835e-32,0.0,1.0222904928019748e-32,0.0,0.8833257634314201,0.8833257634314202,2.0503997802734375e-05,1.2636184692382812e-05,0.9090399859074206,0.9090399859074206,1.5735626220703125e-05,1.049041748046875e-05,1,1.7846622074902905,1.7687035373560966,1.013321840417802,0.9872021576467742,0.0,0.0,1.0133218404178022,0.9872021576467742,0.0,0.0,0.0,0.0,0.0,0.0,3.5535108936727577,4.1435270684121885,0.0,0.0
2,0.7888015971917206,0.8581417749205151,0.0,0.3366402832466798,8.249282836914062e-05,5.5789947509765625e-05,0.0012473477981984615,1.0790796324567858e-32,0.0,8.945041812017279e-33,0.0,0.9334580754871735,0.9334580754871735,1.9788742065429688e-05,1.2874603271484375e-05,0.9484612139478246,0.9484612139478246,1.6927719116210938e-05,1.0013580322265625e-05,2,1.6737415015198893,1.8562372888206005,1.0172661583615348,0.9882923754854884,0.0,0.0,1.0172661583615348,0.9882923754854884,0.0,0.0,0.0,0.0,0.0,0.0,2.6401035174385097,3.1934483529111914,0.0,0.0
3,0.819901733799213,0.8836659877592719,0.0,0.3357424417638425,8.225440979003906e-05,5.698204040527344e-05,0.0013075587339699268,8.646560286456484e-32,1.3877787807814457e-17,7.951148277348692e-33,0.0,0.8749147352507479,0.8749147352507478,2.09808349609375e-05,1.3113021850585938e-05,0.9210334484216394,0.9210334484216394,1.6689300537109375e-05,1.0967254638671875e-05,3,1.4455057344297286,1.7491050112970088,1.0179565267661475,0.9826822407675848,0.0,0.0,1.0179565267661475,0.9826822407675848,0.0,0.0,0.0,0.0,0.0,0.0,1.506712315245374,1.8000485242182922,0.0,0.0
4,0.8058172908979158,0.85809401608856,0.0,0.33495247729348543,8.487701416015625e-05,5.817413330078125e-05,0.0013785692863166332,5.973863466373216e-32,4.9343245538895844e-17,7.156033449613823e-33,1.1102230246251566e-17,0.9626654446057237,0.9626654446057237,2.0265579223632812e-05,1.2636184692382812e-05,0.9697596857049697,0.9697596857049697,1.6689300537109375e-05,1.0967254638671875e-05,4,1.3284811660767013,1.7088257036836374,1.0234407109222001,0.9807511193251021,0.0,0.0,1.0234407109222001,0.9807511193251021,0.0,0.0,0.0,0.0,0.0,0.0,1.506712315245374,1.8000485242182922,0.0,0.0
5,0.7339796369094513,0.7682967573679343,0.0,0.33424740510750256,0.007802248001098633,0.007680177688598633,0.001432560384273529,9.179492984794434e-33,2.2204460492503132e-17,6.505484954194385e-33,0.0,0.7923550349058411,0.792355034905841,2.0503997802734375e-05,1.2636184692382812e-05,0.9627429300068384,0.9627429300068384,1.6450881958007812e-05,1.049041748046875e-05,5,1.3456245112180243,1.7106688602624616,1.0722980746465374,0.9881317145024439,0.0,0.0,1.072298074646537,0.9881317145024436,0.0,0.0,0.0,0.0,0.0,0.0,1.506712315245374,1.8000485242182922,0.0,0.0
6,0.7647994267545378,0.7921301430850867,0.0,0.33361086837894854,8.940696716308594e-05,5.841255187988281e-05,0.0015531601384282112,9.212852445839542e-32,2.0185873175002847e-17,5.9633612080115196e-33,0.0,0.9233768452360389,0.9178571571590732,1.9788742065429688e-05,1.2159347534179688e-05,0.9174696568129551,0.9174696568129552,1.621246337890625e-05,1.049041748046875e-05,6,1.2534572178528005,1.6279196413038146,1.073900709601125,0.988361872720062,0.0,0.0,1.0760621746707926,0.986948533560736,0.0,0.0,0.0,0.0,0.0,0.0,1.506712315245374,1.8000485242182922,0.0,0.0
7,0.882122715783985,0.9137267678023469,0.0,0.33303081441754634,8.96453857421875e-05,5.888938903808594e-05,0.0035361940972507,8.44511474201958e-32,3.700743415417188e-17,5.5046411150875565e-33,0.0,0.9099045490195715,0.9055584203779607,2.2172927856445312e-05,1.239776611328125e-05,0.9098322447057448,0.9053484969547785,1.621246337890625e-05,1.049041748046875e-05,7,1.1888342318013054,1.565309524585402,1.0750884449149731,0.9865927465680835,0.0,0.0,1.0766647407685823,0.9871527850132411,0.0,0.0,0.0,0.0,0.0,0.0,3.978955145631628,3.7980154406374447,0.0,0.0
8,0.8753933674048484,0.9038883562986038,3.586874387250506e-16,0.3324981071621291,9.226799011230469e-05,5.9604644775390625e-05,0.0034267427399754524,3.803630350209299e-32,8.540177112501205e-18,5.111452464009874e-33,0.0,0.9254042318805187,0.9218081580963557,2.2172927856445312e-05,1.3589859008789062e-05,0.9282730839634248,0.9241750742758725,1.6689300537109375e-05,1.0728836059570312e-05,8,1.1493372532905515,1.525082699440156,1.0760348861753029,0.9867388351418669,0.0,0.0,1.0776429590061007,0.9873378133658572,0.0,0.0,0.0,0.0,0.0,0.0,5.625836053286804,5.691999452884911,0.0,0.0
9,0.8894475726155596,0.9128353968377008,0.0,0.3320056569877835,9.107589721679688e-05,6.67572021484375e-05,0.004065026994794607,1.9939498410336854e-32,2.3790493384824782e-17,4.770688966409215e-33,0.0,1.031232027130728,1.0256355328010094,2.0503997802734375e-05,1.2636184692382812e-05,1.0341036242386545,1.0318074561399646,1.6927719116210938e-05,1.0728836059570312e-05,9,1.1194339029559828,1.4695587058071389,1.0764454397811145,0.98577184633845,0.0,0.0,1.0789969670783934,0.9873299270416998,0.0,0.0,0.0,0.0,0.0,0.0,3.751485367247933,3.1467525670709584,0.0,0.0
