,Unnamed: 0,obj_values,MRO_obj_values,epsilon,online_time,MRO_time,online_gradient_time,MRO_gradient_time,MRO_mean_val,MRO_square_val,MRO_sig_val,mean_val,square_val,sig_val,worst_values,MRO_worst_values,worst_times,MRO_worst_times,worst_values_regret,MRO_worst_values_regret,worst_times_regret,MRO_worst_times_regret,t,regret_bound,MRO_regret_bound,MRO_eval0,MRO_eval1,MRO_satisfy0,MRO_satisfy1,O_eval0,O_eval1,O_satisfy0,O_satisfy1,O_worst_satisfy0,O_worst_satisfy1,MRO_worst_satisfy0,MRO_worst_satisfy1
0,0.0,0.010166117996997688,0.01016611799699728,0.01845361669181171,0.0262431144714355,0.00791093508402502,0.0,0.0,2.730691156089343e-09,3.416676488470905e-34,3.9835527624481197e-20,2.8215101138128315e-09,3.416676488470905e-34,3.9835527624482894e-20,0.010166117996997688,0.01016611799699728,0.00016729036966954338,0.0001259326934814,0.0,0.0,3.1161308288574216e-05,2.4135907491048177e-05,0.0,0.17638611999396162,0.07381447568727086,0.05462767336647047,0.055247185073227595,0.1,0.13333333333333333,0.054627673366469995,0.05524718507322641,0.1,0.13333333333333333,0.1,0.13333333333333333,0.1,0.13333333333333333
1,1.0,0.04762349224738971,0.04928596961689204,0.018286156535236506,0.0009303887685139567,0.0004201650619506299,0.0008923371632893399,0.0004201650619506299,2.3986020324012703e-09,3.7902315770651854e-34,9.833197869049042e-20,2.6228104814498785e-09,2.8472304070590878e-34,3.3216296207671613e-20,0.04762349224738971,0.04934198275792086,6.193319956461588e-05,4.908243815104167e-05,0.033010662604430314,0.03301066260387352,0.00017968813578283003,0.0001398324966430233,1.0,0.20221340627421452,0.19056617378185614,0.055858646005758565,0.054921461284137836,0.6,0.6333333333333333,0.0539613873440832,0.05300723906378761,0.6333333333333333,0.6666666666666666,0.6333333333333333,0.6666666666666666,0.6,0.6333333333333333
2,2.0,0.05563343886589626,0.05367168314620943,0.018145757123835198,0.00026606718699132334,0.00021975835164383665,0.00023295084635411662,0.00021975835164383665,2.6483686593614077e-09,3.8237755445008306e-34,2.0068818419953278e-19,2.6937559039598802e-09,2.4404832060506465e-34,2.82999323457615e-20,0.05563343886589626,0.05367168314620943,6.171067555744708e-05,6.61691029866411e-05,0.05376752087794358,0.055462165791406504,6.0510635375976565e-05,4.76996103922526e-05,2.0,0.19285222562452325,0.20697077803112496,0.05295910664917976,0.05294765636175451,0.7,0.7,0.055072640156185744,0.0550722424140496,0.7,0.7,0.7,0.7,0.7333333333333333,0.7333333333333333
3,3.0,0.04353037169126688,0.0445776405367606,0.018025009252216607,0.00020445187886550668,0.00020333925882970002,0.00017072359720860002,0.00020333925882970002,2.6407638398847068e-09,4.426016987263584e-34,1.358166808494302e-19,2.6629366305170917e-09,2.1354228052943154e-34,2.4673610104044566e-20,0.0436091644595186,0.04458103013870241,0.0001230955123901091,0.00012099742889400438,0.05643426437228675,0.05446897585321442,5.6989987691240365e-05,6.743272145588036e-05,3.0,0.18238691504600435,0.20780523015247956,0.0432667383169056,0.0443943453211038,0.6666666666666666,0.6,0.04295698135526309,0.043765788414930666,0.7333333333333333,0.7,0.7333333333333333,0.7,0.6666666666666666,0.6
4,4.0,0.04973747628378557,0.04704994793132142,0.017919169196815195,0.00033011436462397994,0.0003351688385009267,0.0002963145573933433,0.0003351688385009267,2.99319875645283e-09,3.9232030762671826e-34,1.2145997604004667e-19,2.905994606105872e-09,1.8981536047060583e-34,2.1903054589693505e-20,0.049737476283785574,0.047049947931321424,0.0001132488250732329,0.00011047522226967172,0.04481751337878521,0.04550446429417109,0.00011666615804033804,0.000562222798665333,4.0,0.17255049941733466,0.20464651602853623,0.042010629237523064,0.04135655916125008,0.6666666666666666,0.6666666666666666,0.044244656062480466,0.04403691682733135,0.5333333333333333,0.5,0.5333333333333333,0.5,0.6666666666666666,0.6666666666666666
5,5.0,-0.018423107647924146,-0.018423107644637903,0.017825018762674897,0.13967710336049396,0.13062945206960042,0.0003012100855508933,0.00038151741027827,2.8760881882557236e-09,4.085567077707785e-34,3.0220433490725646e-20,2.859486773608332e-09,1.7083382442354525e-34,1.1499148677837609e-20,-0.018423107653411083,-0.01842310765341289,0.0002912123998005767,0.00020857652028397,0.04978157566056434,0.04707435603297731,0.0001269737879435036,0.00011914571126300048,5.0,0.1637142573154817,0.19816929538153988,-0.005944199878441695,-0.006222076963409079,0.4666666666666667,0.5,-0.005944199878460051,-0.0062220769634295705,0.4666666666666667,0.5,0.4666666666666667,0.5,0.4666666666666667,0.5
6,6.0,0.026111448860900097,0.028219282606118067,0.017740275558139104,0.0006860653559366434,0.0006284952163695733,0.0006357351938883,0.0006284952163695733,2.6958371066998565e-09,4.0424449251357455e-34,2.842466405351001e-20,2.6898434983945295e-09,1.553034767486775e-34,1.0430615859638349e-20,0.026111448860900097,0.028219282606218303,0.00014217694600420164,0.00011490186055499035,-0.017001769812141982,-0.017001769812143016,0.00027298132578527,0.00022314389546706663,6.0,0.15650136916316393,0.1921413053233033,0.00839347049018809,0.007932120830629304,0.7333333333333333,0.7333333333333333,0.009593512814082305,0.008881663096301598,0.7,0.7,0.7,0.7,0.7333333333333333,0.7333333333333333
7,7.0,0.05093889424168895,0.04294943864538667,0.017663262913791392,0.0005232572555541533,0.0005084753036498567,0.0004784504572549967,0.0005084753036498567,2.767752756480461e-09,4.030966646727458e-34,3.940261142786979e-20,2.8282963350948534e-09,1.4236152035295437e-34,9.55356630154521e-21,0.05093889424168895,0.04294943864538667,9.320576985675543e-05,7.268587748208729e-05,0.02716468761551711,0.029009280995532568,0.00013597011566159238,0.00012043317159014719,7.0,0.1497801156237844,0.1862827250265717,0.04521657345860806,0.04508214561820943,0.4666666666666667,0.4666666666666667,0.05171696951460621,0.05184035612520808,0.5,0.5,0.5,0.5,0.4666666666666667,0.4666666666666667
8,8.0,0.03613785618828427,0.03084458331796244,0.017592713412786502,0.00033576488494868666,0.0003270626068114666,0.00029041767120356664,0.0003270626068114666,2.7994860789605588e-09,4.113126299281011e-34,2.696868045667752e-20,2.776116079322597e-09,1.3141063417195786e-34,8.785277107275789e-21,0.03613785618828427,0.03085542272646624,0.00012781620025632652,0.00010481675465899252,0.05101690544397466,0.04312443163370909,8.856455485023718e-05,7.23918279011886e-05,8.0,0.14364200777162425,0.18057680427341957,0.03451623826901546,0.03449239770342291,0.5666666666666667,0.5666666666666667,0.03932616308118978,0.038715580473371126,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5666666666666667,0.5666666666666667
9,9.0,0.01673884429051645,0.01332066051953629,0.017527646021759206,0.00033311049143468343,0.0003362099329630033,0.00028816064198807,0.0003362099329630033,2.9828554675350457e-09,4.314961740836796e-34,3.4054415609440224e-20,2.9167586351495555e-09,1.2202416030253233e-34,8.203994467321446e-21,0.01673884429051645,0.01332066051953629,0.00018580754597978647,0.00013318061828609934,0.03662276445696493,0.031096087622487386,0.00011854966481524617,0.00010386308034259214,9.0,0.13815830871323825,0.17498110271525472,0.014564936798789705,0.014389697607361406,0.7,0.7,0.017273802842147648,0.017267293178628976,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.7,0.7
