,Unnamed: 0,obj_values,MRO_obj_values,epsilon,online_time,MRO_time,online_gradient_time,MRO_gradient_time,MRO_mean_val,MRO_square_val,MRO_sig_val,mean_val,square_val,sig_val,worst_values,MRO_worst_values,worst_times,MRO_worst_times,worst_values_regret,MRO_worst_values_regret,worst_times_regret,MRO_worst_times_regret,t,regret_bound,MRO_regret_bound,MRO_eval0,MRO_eval1,MRO_satisfy0,MRO_satisfy1,O_eval0,O_eval1,O_satisfy0,O_satisfy1,O_worst_satisfy0,O_worst_satisfy1,MRO_worst_satisfy0,MRO_worst_satisfy1
0,0.0,0.00459745743459365,0.004597457434581175,0.0184536166918117,0.00993251800537105,0.0070363879203796005,0.0,0.0,0.0,2.8776141197392944e-34,5.344857649401787e-29,0.0,2.8776141197392944e-34,5.344870780746716e-29,0.00459745743459365,0.004597457434581175,0.0001578330993652,0.00012266635894775,0.0,0.0,2.9802322387695312e-05,2.181529998779297e-05,0.0,0.17071491937038472,0.0738144723284361,0.030373324014073846,0.028064778643385725,0.0,0.0,0.030373324014074,0.02806477864339715,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.008878925466541926,0.00965970123175855,0.0182861565352365,0.00048172473907465,0.00041055679321282503,0.00044333934783935,0.00041055679321282503,3.104408582051595e-10,3.0909235949900783e-34,6.1082071963175785e-22,1.370352246603958e-09,2.398011766449412e-34,2.844511274447767e-23,0.008878925466541926,0.00965970123175855,4.208087921142578e-05,3.069639205932617e-05,0.013333310560556774,0.013333310560553825,0.00017255544662472501,0.00013053417205804998,1.0,0.19617907992998102,0.17918197271910524,0.004719909196854425,0.005387069756100875,0.0,0.0,0.003219267133031175,0.002952780382173475,0.0,0.0,0.0,0.0,0.0,0.0
2,2.0,0.0052719979955271005,0.004952831503443375,0.0181457571238352,0.000154912471771225,0.0001230239868164,0.00012373924255370001,0.0001230239868164,1.505244589674787e-09,3.3718360783405666e-34,2.0233029106414663e-21,1.505244589674787e-09,2.055438656956639e-34,9.895255236760586e-24,0.0052719979955271005,0.004952831503443375,4.315376281738281e-05,3.0040740966796875e-05,0.010414149940979923,0.012749656726609375,3.916025161743164e-05,2.7954578399658203e-05,2.0,0.18908606400363107,0.1976873686705123,0.003531073328026675,0.004507761655343674,0.0,0.0,0.0054312385773585,0.008390994498344625,0.0,0.0,0.0,0.0,0.25,0.25
3,3.0,0.014021260925259876,0.012680234179064574,0.0180250092522166,0.00014984607696524998,0.000122070312499925,0.000117838382720875,0.000122070312499925,1.164153218269348e-09,3.859250694710896e-34,1.962136519051112e-21,1.862645149230957e-09,1.798508824837059e-34,2.855978715443117e-23,0.014021260925259876,0.012680234179064574,5.042552947998047e-05,3.6716461181640625e-05,0.008163562110233925,0.0072584022805307,4.112720489501953e-05,2.944469451904297e-05,3.0,0.17882372627329568,0.20030250110137054,0.010207086446102624,0.0109307209444176,0.0,0.0,0.01281389223116085,0.0129554791823636,0.25,0.0,0.25,0.0,0.0,0.0
4,4.0,0.028752682101072277,0.023045183892613348,0.0179191691968152,0.000159919261932325,0.000142395496368375,0.00012892484664912498,0.000142395496368375,1.655684577094184e-09,3.602233408413621e-34,3.560980087994511e-21,1.655684577094184e-09,1.5986745109662747e-34,4.026881573093479e-23,0.028752682101072277,0.023045183892613348,4.482269287109375e-05,3.129243850708008e-05,0.014938828677983174,0.0129554791823633,4.595518112182617e-05,4.380941390991211e-05,4.0,0.16876306012214998,0.19694172424399656,0.009966362881470675,0.008904892473080425,0.0,0.0,0.020994439983372422,0.019468137095825348,0.0,0.0,0.0,0.0,0.0,0.0
5,5.0,-0.019255581945742974,-0.01925558194574295,0.0178250187626749,0.11603194475173945,0.11670917272567748,0.0001227855682373,0.00018680095672605,1.5672694076547574e-09,3.781949520393476e-34,6.807089068663524e-27,1.5672694076547574e-09,1.4388070598696472e-34,3.57105070315307e-28,-0.019255581945742974,-0.01925558194574295,0.0002651214599609,0.000198900699615475,0.028752682101072277,0.022978423735664725,5.0067901611328125e-05,3.534555435180664e-05,5.0,0.16103674363618672,0.19019129306982077,-0.015789999417028223,-0.015789999375823947,0.0,0.0,-0.015789999417031277,-0.015789999375821574,0.0,0.0,0.0,0.0,0.0,0.0
6,6.0,-0.0101793968445243,-0.010985933164900876,0.0177402755581391,0.000678122043609575,0.0006325840950011751,0.00062954425811765,0.0006325840950011751,1.354651017622514e-09,3.5633502871692658e-34,5.816941552057497e-28,1.6848044416284413e-09,1.3080064180633154e-34,1.4736505427250413e-29,-0.0101793968445243,-0.01098593316490095,8.356571197509766e-05,7.069110870361328e-05,-0.016725813643397276,-0.016725813643397276,0.0002553462982177,0.000217258930206275,6.0,0.15410370258692288,0.18603405133233397,-0.01278696870305275,-0.012471816646029076,0.25,0.25,-0.012585043258796575,-0.012471816646029175,0.0,0.0,0.0,0.0,0.25,0.25
7,7.0,-0.008748473219227924,-0.010450513730759975,0.0176632629137914,0.000492990016937225,0.00046074390411375,0.0004518032073974,0.00046074390411375,1.756118687953918e-09,3.731224321843853e-34,2.0560840595747215e-22,1.926939556122617e-09,1.199005883224706e-34,6.164678918880024e-25,-0.008748473219228,-0.010450513730759975,4.935264587402344e-05,3.5822391510009766e-05,-0.00805590394274435,-0.010212149619602075,8.183717727661133e-05,7.224082946777344e-05,7.0,0.14780191265919268,0.1809852294765785,-0.0027535521620367003,-0.005367245569525875,0.0,0.0,0.0023735398645226002,0.005009493962580025,0.0,0.0,0.0,0.0,0.0,0.0
8,8.0,0.007110331466260824,-0.005155722396743475,0.0175927134127865,0.00017631053924554998,0.0001356601715087,0.00013196468353265,0.0001356601715087,1.9618138713765695e-09,3.741085299529197e-34,2.1037664740876802e-22,2.0161081695593145e-09,1.1067746614381901e-34,5.690472848209064e-25,0.007110331466260824,-0.005155722396743475,5.14984130859375e-05,3.713369369506836e-05,-0.009323279717678875,-0.011184847686651426,4.506111145019531e-05,3.4332275390625e-05,8.0,0.14209536006971352,0.17643644418475007,0.0003683499869614,0.001814395621655225,0.0,0.0,0.01218721373473945,0.00976269719784475,0.0,0.0,0.0,0.0,0.0,0.0
9,9.0,-0.0065839829117285,-0.010313402761213925,0.0175276460217592,0.00016850233077995,0.0001411437988281,0.000128328800201375,0.0001411437988281,1.87210044316222e-09,3.858220776020681e-34,2.6187489234366664e-22,2.1153655084929914e-09,1.0277193284783193e-34,5.284010501925883e-25,-0.0065839829117285,-0.010313402761213925,5.918741226196289e-05,4.07099723815918e-05,0.008051335918616051,-0.0052111542621081,4.7326087951660156e-05,3.701448440551758e-05,9.0,0.13618887575100308,0.1715852620216784,-0.006583983090786275,-0.006583983090786275,0.0,0.0,-0.0065839829117285,-0.007666189189416474,0.0,0.0,0.0,0.0,0.0,0.0
