,Unnamed: 0,DRO_obj_values,epsilon,DRO_time,DRO_eval1,DRO_eval2,DRO_satisfy1,DRO_satisfy2,t
0,0.0,0.5893247435891633,0.0367807167737032,0.00013840198516844998,0.9908931796237266,0.9918801064511948,0.0,0.0,0.0
1,1.0,0.5268185218122161,0.0351418707335449,6.085634231567383e-05,0.9829589155772293,0.9876367000030075,0.0,0.0,1.0
2,2.0,0.5317795709547568,0.0338133484123195,4.315376281738281e-05,0.9737329037865606,0.9862797035780693,0.0,0.0,2.0
3,3.0,0.5144125770485182,0.0327031956625748,3.6597251892089844e-05,0.9722007289300447,0.9856935766310488,0.0,0.0,3.0
4,4.0,0.524271608760235,0.0317542648054294,3.5881996154785156e-05,0.973241941433089,0.9833334639649273,0.0,0.0,4.0
5,5.0,0.08707009899892809,0.0309287728854691,0.010684788227081275,1.013615560416717,1.00653458851527,0.0,0.0,5.0
6,6.0,0.09762522250177005,0.0302005267726861,8.612871170043945e-05,1.017212074805731,1.0073833637057372,0.0,0.0,6.0
7,7.0,0.1175585112830279,0.0295506731251474,4.673004150390625e-05,1.0179329410417581,1.008951821882274,0.0,0.0,7.0
8,8.0,0.15074460852565963,0.0289652213316359,3.7610530853271484e-05,1.0155675004580584,1.0089318635629674,0.0,0.0,8.0
9,9.0,0.21142306890786458,0.0284335234676443,3.504753112792969e-05,1.0142588983602905,1.0087135987510392,0.0,0.0,9.0
10,10.0,0.21955877014323535,0.0279473011485038,3.3736228942871094e-05,1.0141473335767808,1.0080581386544638,0.0,0.0,10.0
11,11.0,0.2511166566348887,0.0275,3.3915042877197266e-05,1.0136525691769844,1.007558234495326,0.0,0.0,11.0
12,12.0,0.39276373779607276,0.0270863483277998,3.314018249511719e-05,1.0145726619775617,1.0074589482699376,0.0,0.0,12.0
13,13.0,0.40273188726918074,0.0267020474439027,3.3855438232421875e-05,1.015739818658413,1.0076286270643031,0.0,0.0,13.0
14,14.0,0.4581722638236254,0.0263435493993966,3.159046173095703e-05,1.0156619943178589,1.0070560754714608,0.0,0.0,14.0
15,15.0,0.49468425963240215,0.0260078942475873,3.1948089599609375e-05,1.0156426609850517,1.0069148674271315,0.0,0.0,15.0
16,16.0,0.5174322064597983,0.025692588775051,3.17692756652832e-05,1.015188331589953,1.0065531583198586,0.0,0.0,16.0
17,17.0,0.5298743312909086,0.0253955147019256,3.153085708618164e-05,1.0151860897837512,1.007001859653477,0.0,0.0,17.0
18,18.0,0.5546097518795664,0.0251148582023202,3.170967102050781e-05,1.0146888241700327,1.0074366065906006,0.0,0.0,18.0
19,19.0,0.5717741537470369,0.0248490550992707,3.266334533691406e-05,1.0141119007222805,1.007994138184609,0.0,0.0,19.0
20,20.0,0.5482394449854473,0.0245967477524976,3.224611282348633e-05,1.0138433949302412,1.0083207085563493,0.0,0.0,20.0
21,21.0,0.5417793579829977,0.0243567507848031,3.337860107421875e-05,1.0135591900399614,1.0088271107612017,0.0,0.0,21.0
22,22.0,0.5479054237398622,0.0241280235707956,3.2007694244384766e-05,1.0132012803665789,1.009353801400825,0.0,0.0,22.0
23,23.0,0.5668370021652591,0.0239096479569745,3.248453140258789e-05,1.0129534050640865,1.0096919920425753,0.0,0.0,23.0
24,24.0,0.5582436472726207,0.0237008100702398,3.17692756652832e-05,1.0131365246713993,1.0096421006456886,0.0,0.0,24.0
25,25.0,0.19501044217981853,0.0235007853517928,0.0759786963462829,1.1754631164683862,1.1952480734991007,0.0,0.0,25.0
26,26.0,0.20175528887124022,0.0233089261578261,9.757280349731445e-05,1.175514381863788,1.1956243853327921,0.0,0.0,26.0
27,27.0,0.2220628752199456,0.0231246514194771,4.869699478149414e-05,1.1755429912966517,1.1958508605764224,0.0,0.0,27.0
28,28.0,0.3270735570455029,0.0229474379673632,4.029273986816406e-05,1.1756288235274401,1.196297620759245,0.0,0.0,28.0
29,29.0,0.37368693532277514,0.0227768132111603,3.7670135498046875e-05,1.1752279166404032,1.1963200844693773,0.0,0.0,29.0
30,30.0,0.3947564394833061,0.0226123489295285,3.5822391510009766e-05,1.1752981363447919,1.196364827120521,0.0,0.0,30.0
31,31.0,0.3994556394418174,0.0224536559755124,3.5643577575683594e-05,1.1752228088894219,1.1963886124813177,0.0,0.0,31.0
32,32.0,0.4293194260489107,0.0223003797411323,3.409385681152344e-05,1.1749146637581422,1.1963272173167854,0.0,0.0,32.0
33,33.0,0.45562747623414823,0.0221521962550117,3.528594970703125e-05,1.1750807319332053,1.1963674903471428,0.0,0.0,33.0
34,34.0,0.46420731816800137,0.0220088088105737,3.343820571899414e-05,1.174893280484,1.196350298963667,0.0,0.0,34.0
35,35.0,0.46952943795450997,0.0218699450410938,3.457069396972656e-05,1.1750131213469435,1.19644364905595,0.0,0.0,35.0
36,36.0,0.5057434256123605,0.0217353543728422,3.355741500854492e-05,1.175017206335878,1.1963755798472342,0.0,0.0,36.0
37,37.0,0.5070331091075957,0.0216048057995282,3.457069396972656e-05,1.1750035284344704,1.196389936307003,0.0,0.0,37.0
38,38.0,0.5171906292069471,0.0214780859309233,3.409385681152344e-05,1.1748545750498103,1.1963703528703689,0.0,0.0,38.0
39,39.0,0.5227740548410184,0.0213549972763722,3.3736228942871094e-05,1.174744062445271,1.1965036407245302,0.0,0.0,39.0
40,40.0,0.5160941894245724,0.0212353567302849,3.361701965332031e-05,1.1745721056763117,1.1963677194677584,0.0,0.0,40.0
