,Unnamed: 0,DRO_tau,DRO_obj_values,epsilon,DRO_time,DRO_eval1,DRO_eval2,DRO_satisfy1,DRO_satisfy2,SA_eval1,SA_eval2,SA_satisfy1,SA_satisfy2,SA_obj_values,SA_time,SA_tau,t
0,0.0,-0.0055546365355144695,0.0022230434362140493,0.004802813848647899,0.000823062,0.036468682120427316,0.03673356626757849,0.0,0.0,0.051268626179756006,0.050868361755265656,0.0,0.0,-0.00833345902763832,0.0004410552999999999,-0.00833345908274458,0.0
1,1.0,-0.0033896639702180797,0.00413646881647639,0.0047809722514406,0.000838482,0.03068646357392617,0.03042163065506224,0.0,0.0,0.042642619539744006,0.04235377625440724,0.0,0.0,-0.005620231462380391,0.00046011119999999993,-0.005620231589327851,1.0
2,2.0,-0.0012503778779600204,0.00576343984963386,0.004762582955161401,0.0008395790999999999,0.02792290643441302,0.027241711861222373,0.1,0.0,0.03765568921555479,0.03741422682881706,0.0,0.0,-0.00383475750479758,0.0004904242,-0.0038347575506522498,2.0
3,3.0,-0.0002835161481669544,0.00674604355661593,0.0047467106047525,0.0009347173,0.02535812915476713,0.023956066000996878,0.1,0.0,0.0340558945248888,0.03230396100450459,0.0,0.0,-0.0024928030694943404,0.0005195652,-0.00249280310317776,3.0
4,4.0,0.00026700179025131,0.00772624438053753,0.004732754113200699,0.0009438903000000001,0.02375493805895502,0.02266082606781388,0.1,0.0,0.03401932104166887,0.03288126591359234,0.0,0.0,-0.0016224191529074499,0.0005783102,-0.00254362815824022,4.0
5,5.0,0.00114770858779976,0.00870137578663229,0.0047203043814295995,0.0009811845000000001,0.022588291851382784,0.021418784510035403,0.2,0.0,0.03136984130085706,0.028818712852033645,0.0,0.0,-0.0004227051182015201,0.0006024984999999999,-0.0011127235087963502,5.0
6,6.0,0.00203839951599735,0.00915240444690161,0.0047090704441188,0.0010773946,0.021090995952956437,0.02009142048354039,0.2,0.1,0.027329877002053686,0.024750467952432208,0.0,0.0,0.0008002307715443399,0.0006319095,-7.050591229411001e-05,6.0
7,7.0,0.00189216972855293,0.009126331911348989,0.0046988380097890995,0.0011413026999999999,0.02086664263642283,0.01994964012846226,0.1,0.1,0.02798132947176806,0.02536485699815379,0.0,0.0,0.0008493876667470101,0.0007140778000000001,-0.0005075431001327899,7.0
8,8.0,0.00205238177204272,0.009810875449584863,0.004689444718298999,0.0011568819,0.019760434382318955,0.01923830141046709,0.1,0.1,0.024594589851824153,0.02343236015629636,0.0,0.0,0.00158414076046208,0.0007604091,0.00022008821984755012,8.0
9,9.0,0.0022560841540031724,0.010038318341144641,0.0046807646306131,0.001233648,0.01894202033695242,0.01882665253341637,0.1,0.1,0.02337924004320564,0.02289150850930758,0.0,0.0,0.00170607592944352,0.0007690249,0.0003383684039471501,9.0
10,10.0,0.0019569113189499996,0.00990982611272321,0.0046726981044575,0.0012714452,0.01917806598203104,0.01910088143627513,0.1,0.1,0.024385637695211883,0.02431958895062549,0.0,0.0,0.00164410047988455,0.0008091089000000001,0.00011196409729564965,10.0
11,11.0,0.00185154371497803,0.010486119911493098,0.004665164957684,0.0012648923,0.019050705099725763,0.01893388105882264,0.0,0.1,0.02380696871042101,0.023545603619575684,0.0,0.0,0.00187223896305341,0.0008884891,0.00048575122972027983,11.0
12,12.0,0.00202794832041438,0.010938292343098139,0.0046580997165993,0.0013121153,0.01801584313053336,0.018119030371785683,0.0,0.1,0.020507417548082864,0.020668683170995662,0.0,0.0,0.0025323900441240202,0.0009244112999999999,0.0013701657368337598,12.0
13,13.0,0.0017808349040835,0.01086394381400316,0.0046514482303035,0.0013611301000000001,0.01834641401853606,0.01830188609188365,0.0,0.1,0.02112779813427728,0.02126134358478603,0.0,0.0,0.00250405761275843,0.0009455784,0.0006758633038458901,13.0
14,14.0,0.00198587049850128,0.01123074405531611,0.004645165205563801,0.0014365355999999998,0.017972848729795786,0.01793630408838582,0.0,0.1,0.020461969630041852,0.02027394739161127,0.0,0.0,0.0030483945049668004,0.0010509725,0.0008183081290901,14.0
15,15.0,0.0025277045690787602,0.01141522702681894,0.004639212377472399,0.0015366438,0.0167009753410696,0.016749291555617253,0.0,0.1,0.01854032657927858,0.01851778270851834,0.0,0.0,0.00321521711512215,0.0011222887,0.0013469820743760997,15.0
16,16.0,0.00234562772394366,0.0112960223652574,0.0046335571288421,0.001589521,0.0168285448184546,0.01693584963423324,0.0,0.1,0.01909656990333055,0.019314884456843782,0.0,0.0,0.00314968681323491,0.0011775699,0.0011156377392018899,16.0
17,17.0,0.0021622105179310404,0.011203426531600558,0.0046281714324806,0.0018150053999999999,0.01697672346973514,0.016989127846019112,0.0,0.1,0.019108788356285204,0.019464545712043504,0.0,0.0,0.0031331534338531813,0.0012104400000000001,0.0010282824118550402,17.0
18,18.0,0.0026094846693517104,0.0118066051128333,0.0046230310298178,0.0017456441999999998,0.016763888279357892,0.01653747589415392,0.2,0.4,0.018961863930850097,0.018917278097024325,0.0,0.0,0.0036051909651377773,0.0012892752,0.00179238400578685,18.0
19,19.0,0.0024990576871578704,0.011759427620909532,0.0046181147852481005,0.0017455372000000004,0.016898881155637972,0.01662870643619731,0.2,0.3,0.01953736743781928,0.018698553258743263,0.0,0.0,0.0036776123985499203,0.0013160052,0.0016308697068646999,19.0
20,20.0,0.00252643400249378,0.01198638580834571,0.004613404172952901,0.0018299634,0.01661898377179204,0.01643291617151139,0.2,0.0,0.019021214775539773,0.01832350776417764,0.0,0.0,0.003885541362497787,0.0013424100999999999,0.0015740372827099196,20.0
21,21.0,0.00298367608295254,0.0122051427452541,0.0046088828648835,0.0018528268,0.01620456233559424,0.01570441162502394,0.2,0.2,0.01781435307079903,0.016881461201463818,0.0,0.0,0.004212109673345342,0.0014159875,0.00217003734009363,21.0
22,22.0,0.0034001397338360396,0.012772402915758912,0.004604536396896201,0.0019590505,0.01566263095037115,0.015108487616930368,0.3,0.3,0.017010752786843716,0.01626898875172017,0.0,0.0,0.00476276629156095,0.0014657098000000002,0.00239912352171005,22.0
23,23.0,0.00357054017206604,0.012905212182319659,0.0046003518959086,0.0020030888999999995,0.01577427199210753,0.01528316500604299,0.4,0.3,0.01716041972408338,0.01706542002227946,0.0,0.0,0.00500398650885003,0.0015260996000000001,0.00239857007520904,23.0
