,Unnamed: 0,DRO_obj_values,epsilon,DRO_time,DRO_eval1,DRO_eval2,DRO_satisfy1,DRO_satisfy2,t
0,0.0,0.7492531401824555,0.20062209149292648,0.00014505386352534958,0.9995753410060804,1.0050410656242361,0.0,0.0,0.0
1,1.0,0.7251762881912682,0.19168293127388156,6.263256072998047e-05,1.0012685488421034,1.0081760778258533,0.0,0.0,1.0
2,2.0,0.7272925723301173,0.1844364458853792,4.2319297790527344e-05,1.0025842111481384,1.00978151369646,0.0,0.0,2.0
3,3.0,0.7390667446357903,0.1783810672504081,3.595352172851563e-05,1.0034638682961332,1.0111764550893436,0.03333333333333333,0.03333333333333333,3.0
4,4.0,0.7646969276457524,0.1732050807568877,3.6772092183430986e-05,1.0036210287009903,1.0114752638029152,0.03333333333333333,0.03333333333333333,4.0
5,5.0,0.5124722355301398,0.16870239755710478,0.016701189676920525,1.0866035509521421,1.0693717434797265,0.0,0.0,5.0
6,6.0,0.5774914785030022,0.1647301460328337,8.4066390991206e-05,1.0905956999351707,1.0730112673647512,0.0,0.0,6.0
7,7.0,0.6182841758347094,0.16118548977353128,4.6181678771972654e-05,1.0916829840600246,1.0746379137742899,0.0,0.0,7.0
8,8.0,0.6786317053065022,0.15799211635437785,3.7225087483723957e-05,1.0911319924237608,1.0742504585409338,0.03333333333333333,0.03333333333333333,8.0
9,9.0,0.7052418112667048,0.15509194618715108,3.410975138346354e-05,1.090914756392268,1.0738143763798207,0.0,0.03333333333333333,9.0
10,10.0,0.7440702151311076,0.15243982444638435,3.3736228942871094e-05,1.0905232090213661,1.0733166074024516,0.03333333333333333,0.03333333333333333,10.0
11,11.0,0.8017430114530428,0.15,3.398259480794271e-05,1.0901449199997664,1.0729228451565602,0.06666666666666667,0.1,11.0
12,12.0,0.8609375774251482,0.14774371815163573,3.352959950764974e-05,1.08960667836513,1.072045718336833,0.1,0.13333333333333333,12.0
13,13.0,0.8720294039679578,0.14564753151219711,3.3521652221679686e-05,1.0891320769214003,1.0712719899172418,0.16666666666666666,0.1,13.0
14,14.0,0.8800486483810518,0.14369208763307245,3.151098887125651e-05,1.0888277728546547,1.0708391380584998,0.16666666666666666,0.13333333333333333,14.0
15,15.0,0.9101529662731053,0.1418612413504764,3.180503845214844e-05,1.0882163929068305,1.0702936976181379,0.2,0.23333333333333334,15.0
16,16.0,0.9240405017906,0.14014139331845998,3.170967102050781e-05,1.0875226683970571,1.069632861955968,0.3,0.26666666666666666,16.0
17,17.0,0.9333166008837694,0.13852098928323067,3.1057993570963545e-05,1.086976535627176,1.0690367677595976,0.3333333333333333,0.3,17.0
18,18.0,0.9477816651992655,0.13699013564901918,3.2019615173339846e-05,1.0863525320389686,1.068542986987407,0.3333333333333333,0.3333333333333333,18.0
19,19.0,0.959483734977139,0.13554030054147678,3.1900405883789065e-05,1.085699951599375,1.068052417923717,0.4,0.36666666666666664,19.0
20,20.0,0.9593129537425243,0.13416407864998725,3.2623608907063804e-05,1.0849856003641642,1.067640802508939,0.3333333333333333,0.36666666666666664,20.0
21,21.0,0.9605970417813,0.13285500428074426,3.2782554626464844e-05,1.0845215411179103,1.0671767952389364,0.36666666666666664,0.4,21.0
22,22.0,0.9636119366976061,0.13160740129524925,3.18447748819987e-05,1.0840324480158863,1.0667232107348217,0.4,0.43333333333333335,22.0
23,23.0,0.98101615790834,0.1304162615834974,3.230571746826172e-05,1.083569537624972,1.0663043560777574,0.4,0.43333333333333335,23.0
24,24.0,0.9865444523668252,0.1292771458376718,3.173351287841797e-05,1.0830401953957165,1.0658094430873233,0.36666666666666664,0.5333333333333333,24.0
25,25.0,0.6975485643027538,0.12818610191887017,0.011362806955973264,1.0251337683027082,1.0485298602387891,0.03333333333333333,0.0,25.0
26,26.0,0.7133125883651547,0.12713959722450643,8.406639099120895e-05,1.0269649502593718,1.0503494937451803,0.03333333333333333,0.03333333333333333,26.0
27,27.0,0.74126496025746,0.12613446228805716,4.738171895345052e-05,1.0272612479246592,1.0504911597908009,0.06666666666666667,0.03333333333333333,27.0
28,28.0,0.7699867086129033,0.12516784345834517,4.015763600667318e-05,1.0273104827289292,1.050411778015129,0.13333333333333333,0.03333333333333333,28.0
29,29.0,0.8032697072630685,0.12423716296996555,3.737608591715495e-05,1.0273334933413634,1.0504482372986135,0.16666666666666666,0.03333333333333333,29.0
30,30.0,0.8074056108933829,0.12334008507015595,3.685951232910156e-05,1.0272623281679398,1.050244058536912,0.1,0.03333333333333333,30.0
31,31.0,0.8255503371324622,0.12247448713915884,3.600915273030599e-05,1.0274093371615072,1.0504126255802122,0.13333333333333333,0.0,31.0
32,32.0,0.8565702299182344,0.12163843495163094,3.37680180867513e-05,1.0274129635963773,1.0503149816664994,0.16666666666666666,0.1,32.0
33,33.0,0.8630456228306209,0.12083016139097316,3.54766845703125e-05,1.0274762534463173,1.0503833334200678,0.16666666666666666,0.16666666666666666,33.0
34,34.0,0.8770846119477974,0.1200480480576749,3.445943196614583e-05,1.0273709652520646,1.0501753696630307,0.16666666666666666,0.16666666666666666,34.0
35,35.0,0.879863260766863,0.11929060931505744,3.461043039957682e-05,1.0274537466684608,1.0502407699936556,0.13333333333333333,0.13333333333333333,35.0
36,36.0,0.8845288394737982,0.11855647839732132,3.4085909525553386e-05,1.0274532363255016,1.0501401050332448,0.16666666666666666,0.1,36.0
37,37.0,0.88302936930798,0.11784439527015379,3.49124272664388e-05,1.0274860899883107,1.0501334927210044,0.13333333333333333,0.13333333333333333,37.0
38,38.0,0.8946269398526103,0.1171531959868548,3.483295440673828e-05,1.02748588707311,1.050028897688736,0.2,0.16666666666666666,38.0
39,39.0,0.9096403954516383,0.11648180332566684,3.429253896077474e-05,1.0274695816909418,1.0499759499519128,0.23333333333333334,0.13333333333333333,39.0
40,40.0,0.9101396606314364,0.11582921852882687,3.434022267659505e-05,1.0273916738496776,1.0497947093817308,0.2,0.2,40.0
41,41.0,0.9290178270619376,0.11519451399238044,3.523826599121094e-05,1.0274017014196402,1.049709909433714,0.26666666666666666,0.3,41.0
42,42.0,0.9456125792412563,0.11457682677928596,3.4538904825846356e-05,1.0272557020947213,1.04953678681193,0.3,0.3333333333333333,42.0
43,43.0,0.9548172399820392,0.11397535284773884,3.425280253092448e-05,1.0272299571588184,1.0494151431696244,0.3,0.3333333333333333,43.0
44,44.0,0.9741965014695004,0.11338934190276807,3.4697850545247395e-05,1.027119923379295,1.049271266478732,0.3333333333333333,0.3333333333333333,44.0
45,45.0,0.9847975560418469,0.11281809279259172,3.4475326538085936e-05,1.0270403337805731,1.0491427412617886,0.3333333333333333,0.3333333333333333,45.0
46,46.0,0.9779835773059222,0.11226094938246375,3.438790639241536e-05,1.0269609410364569,1.0489865509003802,0.3333333333333333,0.3,46.0
47,47.0,0.9789442408803278,0.11171729684819466,3.372033437093099e-05,1.0268763020342608,1.0488731057701675,0.3333333333333333,0.3333333333333333,47.0
48,48.0,0.983210609161366,0.11118655833949544,3.450711568196614e-05,1.0267605042849182,1.0487530385581008,0.36666666666666664,0.3333333333333333,48.0
49,49.0,0.9938552930405111,0.11066819197003216,3.554821014404297e-05,1.0266884377049932,1.048636539512136,0.36666666666666664,0.3333333333333333,49.0
50,50.0,0.8143062380064567,0.1101616880968077,0.013159743944803818,1.0081996440813805,0.9889090214585029,0.06666666666666667,0.03333333333333333,50.0
51,51.0,0.819088047102913,0.10966656685635369,8.796850840249179e-05,1.0089567512292326,0.9896920636829144,0.03333333333333333,0.06666666666666667,51.0
52,52.0,0.8266214213076745,0.10918237592938428,5.184014638264974e-05,1.0088387689390648,0.9895455284049332,0.03333333333333333,0.1,52.0
53,53.0,0.8345119014248756,0.10870868850912976,4.3439865112304685e-05,1.0088755937774851,0.9894883209590671,0.03333333333333333,0.16666666666666666,53.0
54,54.0,0.8392301575324529,0.10824510145163216,3.956158955891927e-05,1.0088834645245899,0.9895476229785971,0.03333333333333333,0.13333333333333333,54.0
55,55.0,0.8416552670138379,0.10779123358892526,3.8178761800130207e-05,1.0090170134728804,0.9895908340951277,0.06666666666666667,0.1,55.0
56,56.0,0.8510306080683042,0.10734672418830773,3.777345021565755e-05,1.009028120021569,0.9896794852632953,0.1,0.1,56.0
57,57.0,0.8602382699805943,0.1069112315428886,3.826618194580078e-05,1.0090498716268277,0.9896098855291903,0.13333333333333333,0.1,57.0
58,58.0,0.8606355365941984,0.10648443168030165,3.9076805114746095e-05,1.0090274897589744,0.9896005268115883,0.1,0.1,58.0
59,59.0,0.8605563869993794,0.10606601717798206,3.697872161865234e-05,1.009088525540056,0.9896472996468291,0.06666666666666667,0.1,59.0
60,60.0,0.862049384067829,0.10565569607469703,3.8512547810872395e-05,1.0090732113222625,0.9896750081483948,0.13333333333333333,0.1,60.0
61,61.0,0.8773506176399232,0.10525319086916043,3.7511189778645836e-05,1.0090898402987267,0.9896739180327739,0.13333333333333333,0.16666666666666666,61.0
62,62.0,0.8803054795442051,0.1048582375975653,3.662904103597005e-05,1.0090348760843013,0.989613836506799,0.1,0.13333333333333333,62.0
63,63.0,0.8836746798599849,0.10447058498273563,3.6334991455078126e-05,1.0090658827041767,0.9896268569402019,0.1,0.16666666666666666,63.0
64,64.0,0.8897673419160629,0.10408999364837733,3.724098205566406e-05,1.0090522676280835,0.9896016334593549,0.06666666666666667,0.2,64.0
65,65.0,0.8917556111188054,0.10371623539258226,3.691514333089193e-05,1.009074233114329,0.9895789458543532,0.1,0.2,65.0
66,66.0,0.8954026446499782,0.10334909251534176,3.751913706461589e-05,1.009042506199818,0.9895333181730598,0.13333333333333333,0.2,66.0
67,67.0,0.9035317320162171,0.1029883571953558,3.7097930908203124e-05,1.0090235745781118,0.9895193125787393,0.16666666666666666,0.23333333333333334,67.0
68,68.0,0.9037300534785321,0.10263383091189646,3.79641850789388e-05,1.008973934862911,0.9894678343170379,0.16666666666666666,0.16666666666666666,68.0
69,69.0,0.905420645975181,0.10228532390789859,3.7097930908203124e-05,1.0089205122117748,0.9894070862153389,0.16666666666666666,0.2,69.0
70,70.0,0.9061999478480752,0.10194265469082724,3.690719604492188e-05,1.0088741781570476,0.9893732421754091,0.16666666666666666,0.23333333333333334,70.0
71,71.0,0.9118364675481153,0.10160564956819715,3.7399927775065106e-05,1.008870923772192,0.9893086079756706,0.16666666666666666,0.26666666666666666,71.0
72,72.0,0.9150724952635588,0.10127414221491784,3.757476806640625e-05,1.0088010489426198,0.9892688309059344,0.2,0.23333333333333334,72.0
73,73.0,0.9165874736125329,0.10094797326990447,3.669261932373047e-05,1.0087627234838261,0.9891836782496614,0.2,0.2,73.0
74,74.0,0.9247251217935364,0.1006269899596237,3.746350606282552e-05,1.008736565017281,0.9891549640248488,0.23333333333333334,0.26666666666666666,74.0
75,75.0,0.9312523225135337,0.10031104574646324,3.7391980489095054e-05,1.0086615833051507,0.9890867008008569,0.26666666666666666,0.3333333333333333,75.0
76,76.0,0.9327059052315821,0.09999999999999994,3.8178761800130207e-05,1.0086240552351713,0.9890788854959994,0.3,0.36666666666666664,76.0
77,77.0,0.9341313235023023,0.09969371768941203,3.8846333821614584e-05,1.0085400026634546,0.9890202504209237,0.3333333333333333,0.36666666666666664,77.0
78,78.0,0.941399308909407,0.09939206909543698,3.818670908610026e-05,1.0084762277454684,0.9889855391706953,0.3,0.36666666666666664,78.0
79,79.0,0.9489826258531101,0.09909492954041414,3.741582234700521e-05,1.0083990039260002,0.9889226908510055,0.3333333333333333,0.5,79.0
80,80.0,0.9471745762319354,0.0988021791350754,3.891785939534505e-05,1.0083092597762535,0.9888661691898167,0.3333333333333333,0.43333333333333335,80.0
