,Unnamed: 0,DRO_obj_values,epsilon,DRO_time,DRO_eval1,DRO_eval2,DRO_satisfy1,DRO_satisfy2,t
0,0.0,0.689409517456315,0.2006220914929266,0.000112831592559775,0.9908931796237266,0.9918801064511948,0.0,0.0,0.0
1,1.0,0.6740340185400087,0.1916829312738817,5.704164505004883e-05,0.9833976522688342,0.9876103497043346,0.0,0.0,1.0
2,2.0,0.6818390052566505,0.1844364458853793,4.106760025024414e-05,0.9751790965396901,0.9870430653083136,0.0,0.0,2.0
3,3.0,0.6835855519948546,0.1783810672504081,3.504753112792969e-05,0.9730144245179317,0.9852283719277319,0.0,0.0,3.0
4,4.0,0.6930288116497088,0.1732050807568877,3.457069396972656e-05,0.9720891061368291,0.9831796828631109,0.0,0.0,4.0
5,5.0,0.47492781272142726,0.1687023975571047,0.00995808839797965,1.0096136164871536,0.9920882129320475,0.0,0.0,5.0
6,6.0,0.5094667240364531,0.1647301460328337,7.861852645874023e-05,1.009223745783944,0.9940903422604344,0.0,0.0,6.0
7,7.0,0.5036159892193988,0.1611854897735312,4.363059997558594e-05,1.0074246809109935,0.996069620679348,0.0,0.0,7.0
8,8.0,0.5043895302563449,0.1579921163543779,3.534555435180664e-05,1.0056028354227537,0.9982463506265817,0.0,0.0,8.0
9,9.0,0.5651513361362088,0.1550919461871511,3.2782554626464844e-05,1.0039221798414484,0.9987945127614072,0.0,0.0,9.0
10,10.0,0.6039828279018915,0.1524398244463844,3.170967102050781e-05,1.0026693736489958,0.9987599721541757,0.0,0.0,10.0
11,11.0,0.6236691765232423,0.15,3.1948089599609375e-05,1.0019925030910593,0.9975858807831779,0.0,0.0,11.0
12,12.0,0.6746925304170703,0.1477437181516357,3.17692756652832e-05,1.0007403638048031,0.9957078352030697,0.0,0.0,12.0
13,13.0,0.708958135273145,0.145647531512197,3.236532211303711e-05,0.9991965777886407,0.9941848947922876,0.0,0.0,13.0
14,14.0,0.7437672074630463,0.1436920876330724,3.0040740966796875e-05,0.9985305892376429,0.9934200194771199,0.0,0.0,14.0
15,15.0,0.7752669010399158,0.1418612413504763,3.0517578125e-05,0.996958428376234,0.9930174428035432,0.0,0.0,15.0
16,16.0,0.8136492374721136,0.14014139331846,3.027915954589844e-05,0.9959690208712842,0.992641947495205,0.0,0.0,16.0
17,17.0,0.8082646466095205,0.1385209892832307,2.9802322387695312e-05,0.9950535119832723,0.9931451735776039,0.0,0.0,17.0
18,18.0,0.8166019838532121,0.1369901356490193,3.033876419067383e-05,0.9943781876182989,0.9942750899148065,0.0,0.0,18.0
19,19.0,0.834157588009745,0.1355403005414767,3.081560134887695e-05,0.9928707439923762,0.9951956377898756,0.0,0.0,19.0
20,20.0,0.8407069982701999,0.1341640786499873,3.147125244140625e-05,0.9915198325137512,0.9959002617192073,0.0,0.0,20.0
21,21.0,0.8285240698146876,0.1328550042807442,3.170967102050781e-05,0.9909691115487859,0.9966869178231812,0.0,0.0,21.0
22,22.0,0.8214027960675461,0.1316074012952492,3.075599670410156e-05,0.9905208813364323,0.9974323388430668,0.0,0.0,22.0
23,23.0,0.8379992907836318,0.1304162615834974,3.0517578125e-05,0.989700422828333,0.9981215949497259,0.0,0.0,23.0
24,24.0,0.8627748037725406,0.1292771458376718,3.075599670410156e-05,0.9892918565062174,0.9986753603477169,0.0,0.0,24.0
25,25.0,0.601230249199088,0.1281861019188702,0.010700285434722874,0.948959160239179,0.9642610298984735,0.0,0.0,25.0
26,26.0,0.6423890447517406,0.1271395972245065,7.683038711547852e-05,0.9492335072710226,0.9653719497320727,0.0,0.0,26.0
