,Unnamed: 0,DRO_tau,DRO_obj_values,epsilon,DRO_time,DRO_eval1,DRO_eval2,DRO_satisfy1,DRO_satisfy2,t
0,0.0,0.02333333333333335,0.07749728911198851,0.002768042503771702,0.0023614541375233,0.08204291121257495,0.08162691269636617,0.06666666666666667,0.06666666666666667,0.0
1,1.0,0.027261704339925304,0.05531265935523918,0.0027429234802854017,0.0004014567472040166,0.0570910707714749,0.05666920669169661,0.4,0.4,1.0
2,2.0,0.024512417343784246,0.045690611838159895,0.0027218635685752005,0.00038294732609447994,0.05376123572511097,0.05347067566023688,0.43333333333333335,0.4666666666666667,2.0
3,3.0,0.045345750677117554,0.05061795217295775,0.0027037513878323998,0.00038617823156523,0.05086513291325346,0.05087192301164596,0.7666666666666667,0.7666666666666667,3.0
4,4.0,0.018016030952120142,0.029793691427578428,0.002687875379522199,0.00029852136697925666,0.033675762806974735,0.033543347652671265,0.43333333333333335,0.4666666666666667,4.0
5,5.0,-0.03671747811832845,-0.03203367108821415,0.0026737528144012003,0.16545905681947864,0.007255338946411061,0.006939164375918026,0.0,0.0,5.0
6,6.0,-0.05447035488088306,0.02250073449247988,0.0026610413337207995,0.0007596067715590998,0.05674767956096806,0.05592325999760866,0.1,0.1,6.0
7,7.0,0.05355984780039497,0.053563216772295315,0.0026494894370687003,0.0005464856532246667,0.05356109092777325,0.053564961432511576,0.5666666666666667,0.5333333333333333,7.0
8,8.0,0.02022651446706165,0.021094339410988906,0.0026389070119179014,0.0001645782749012925,0.022914977639702263,0.023113490808160685,0.6666666666666666,0.6666666666666666,8.0
9,9.0,-0.009137492377358959,-0.0018854262937297033,0.0026291469032638003,0.00028912670871549385,0.0031341054557287103,0.003350185482958641,0.5,0.5666666666666667,9.0
10,10.0,-0.020862933555383083,-0.006949743761125824,0.0026200929090479993,0.0005506586186432125,-0.001595918106750287,-0.00136429246930357,0.3,0.3,10.0
11,11.0,-0.017555197638150857,-0.002536173863523947,0.0026116516898883006,0.0006977438034178809,0.007266430799577762,0.006724023083221333,0.13333333333333333,0.16666666666666666,11.0
12,12.0,-0.004775340176099011,0.0018833682576345364,0.002603747156373902,0.0005807313815845424,0.004132125785134831,0.004359039808648514,0.4,0.43333333333333335,12.0
