,Unnamed: 0,DRO_obj_values,epsilon,DRO_time,DRO_eval1,DRO_eval2,DRO_satisfy1,DRO_satisfy2,t
0,0.0,0.7928529062863512,0.1203732548957559,0.000193536281585625,1.0061525034019554,1.0119996761960477,0.0,0.0,0.0
1,1.0,0.7320211042348184,0.115009758764329,9.709596633911133e-05,1.015828924648698,1.0231781249793803,0.0,0.0,1.0
2,2.0,0.7366546378331085,0.1106618675312276,7.092952728271484e-05,1.0214727976815248,1.0333792483049302,0.0,0.0,2.0
3,3.0,0.730824970041392,0.1070286403502448,6.145238876342773e-05,1.0230407434093425,1.039633603082469,0.0,0.0,3.0
4,4.0,0.7718592233834746,0.1039230484541326,6.246566772460938e-05,1.0257986028640245,1.0426663144113746,0.0,0.0,4.0
5,5.0,0.36713833840932664,0.1012214385342628,0.04106611013412475,1.2198652595725599,1.1688422807595271,0.0,0.0,5.0
6,6.0,0.45501948514971274,0.0988380876197002,0.000128686428070025,1.2226419819143375,1.1718983572143424,0.0,0.0,6.0
7,7.0,0.521814482321107,0.0967112938641187,7.76052474975586e-05,1.2234871865140449,1.1748123252665577,0.0,0.0,7.0
8,8.0,0.6472361115745953,0.0947952698126267,6.383657455444336e-05,1.2219849590097431,1.1754348156316432,0.0,0.0,8.0
9,9.0,0.6729153561930354,0.0930551677122907,6.175041198730469e-05,1.2207026523254776,1.1762790953514966,0.0,0.0,9.0
10,10.0,0.6645642979101991,0.0914638946678306,6.145238876342773e-05,1.2195608813336414,1.1772814792220834,0.0,0.0,10.0
11,11.0,0.8255517039436431,0.09,5.9604644775390625e-05,1.2184231188006556,1.1778043488881522,0.0,0.0,11.0
12,12.0,0.8867056699323939,0.0886462308909814,6.014108657836914e-05,1.2178438494466233,1.1771215997035935,0.0,0.0,12.0
13,13.0,0.9022642468336709,0.0873885189073182,6.002187728881836e-05,1.2173413486235218,1.176764342549134,0.0,0.0,13.0
14,14.0,0.866236045721906,0.0862152525798434,5.739927291870117e-05,1.2164607289105738,1.1762509033779562,0.0,0.0,14.0
15,15.0,0.8955009787972164,0.0851167448102858,5.841255187988281e-05,1.215989621597611,1.1759906617786406,0.0,0.0,15.0
16,16.0,0.9040671525816182,0.084084835991076,5.7578086853027344e-05,1.2151184741523646,1.175878384935399,0.0,0.0,16.0
17,17.0,0.8959901678823342,0.0831125935699384,5.644559860229492e-05,1.2152995727184417,1.1753570356977883,0.0,0.0,17.0
18,18.0,0.9132287052262842,0.0821940813894116,5.716085433959961e-05,1.2145853790681476,1.1750181380437992,0.0,0.0,18.0
19,19.0,0.9232550747381717,0.081324180324886,5.835294723510742e-05,1.2149026510647285,1.1750902505135676,0.0,0.0,19.0
20,20.0,0.9207973396047762,0.0804984471899924,5.841255187988281e-05,1.2147442001569613,1.1752632958617713,0.0,0.0,20.0
21,21.0,0.9416679828571699,0.0797130025684465,6.0558319091796875e-05,1.2146975940360125,1.1753782780024813,0.0,0.0,21.0
22,22.0,0.9542301272462711,0.0789644407771495,5.805492401123047e-05,1.214434648534042,1.1754374825748692,0.0,0.0,22.0
23,23.0,0.9761543679546169,0.0782497569500984,5.841255187988281e-05,1.2141245130681004,1.175446318594907,0.0,0.0,23.0
24,24.0,0.959210524186052,0.077566287502603,5.739927291870117e-05,1.2137603239835018,1.1756253795627747,0.0,0.0,24.0
25,25.0,0.6368876071736513,0.0769116611513221,0.07162338495254511,1.1903432110718453,1.1722397517831182,0.0,0.0,25.0
26,26.0,0.6532908270868971,0.0762837583347039,0.00013357400894157498,1.1915445787225378,1.17255324717163,0.0,0.0,26.0
27,27.0,0.7179211520335969,0.0756806773728343,7.450580596923828e-05,1.192626645027221,1.1728462915375524,0.0,0.0,27.0
28,28.0,0.7260384426510755,0.0751007060750071,6.74128532409668e-05,1.1917221472828854,1.1731194747184788,0.0,0.0,28.0
29,29.0,0.7969891710148762,0.0745422977819793,6.54458999633789e-05,1.1922071203885536,1.1731979073270231,0.0,0.0,29.0
30,30.0,0.7937100502635587,0.0740040510420935,6.395578384399414e-05,1.1919834522913288,1.1733045948834386,0.0,0.0,30.0
31,31.0,0.8335487307122263,0.0734846922834953,6.335973739624023e-05,1.192014785075251,1.1732484234690364,0.0,0.0,31.0
32,32.0,0.8557142609853837,0.0729830609709785,6.073713302612305e-05,1.191715934307568,1.1732793119859333,0.0,0.0,32.0
33,33.0,0.873943156276393,0.0724980968345839,6.306171417236328e-05,1.1915377050665585,1.1733780771599545,0.0,0.0,33.0
34,34.0,0.8995071926601137,0.0720288288346049,6.365776062011719e-05,1.1914224874102202,1.173522098648205,0.0,0.0,34.0
35,35.0,0.9125472835955564,0.0715743655890345,6.35981559753418e-05,1.1907731228486427,1.1733818282120057,0.0,0.0,35.0
36,36.0,0.8999419579650555,0.0711338870383928,6.395578384399414e-05,1.1904836240484165,1.1732156919197245,0.0,0.0,36.0
37,37.0,0.9123349624149604,0.0707066371620923,6.437301635742188e-05,1.1902440807084431,1.173056588387846,0.0,0.0,37.0
38,38.0,0.9169922976264759,0.0702919175921129,6.192922592163086e-05,1.189991473662723,1.1729488379596438,0.0,0.0,38.0
