,DRO_obj_values,epsilon,DRO_time,DRO_eval1,DRO_eval2,DRO_satisfy1,DRO_satisfy2,t
0,0.722070817826036,0.2006220914929266,0.00010704994201660156,1.008948884916536,1.0158187046491918,0.0,0.0,0
1,0.7345267583214179,0.19168293127388172,5.7220458984375e-05,1.0203609476910582,1.0336923024758116,0.0,0.0,1
2,0.7048544811763788,0.18443644588537933,3.886222839355469e-05,1.0294746226822518,1.041074033351932,0.0,0.0,2
3,0.779395981149805,0.17838106725040814,4.982948303222656e-05,1.0372188977269128,1.0462631365159678,0.0,0.0,3
4,0.8856110118289919,0.17320508075688776,3.504753112792969e-05,1.0399847666757622,1.044222884181894,0.0,0.0,4
5,0.6473638570545466,0.16870239755710473,0.010449409484863281,1.3417795510842143,1.1846211817858125,0.0,0.0,5
6,1.0274435215738331,0.16473014603283373,8.058547973632812e-05,1.3333253715641384,1.1778855243281598,0.0,0.0,6
7,1.009030971535443,0.16118548977353128,4.458427429199219e-05,1.3301136327166203,1.1744249964651337,0.0,0.0,7
8,1.033574514056633,0.15799211635437796,3.4809112548828125e-05,1.3246473053725458,1.1693321138073243,0.0,0.0,8
9,1.048696720604642,0.15509194618715116,3.266334533691406e-05,1.3192188409239956,1.1652320338812558,0.0,0.0,9
10,1.0577008811252877,0.1524398244463844,3.170967102050781e-05,1.3137547840949066,1.1610697371792165,0.0,0.0,10
11,1.0732916648203374,0.15,3.1948089599609375e-05,1.3099135160874105,1.158249067277563,0.0,0.0,11
12,1.127740020556449,0.1477437181516357,3.0040740966796875e-05,1.3047138485358354,1.1543985326140704,0.0,0.0,12
13,1.0716486631605986,0.14564753151219703,3.2901763916015625e-05,1.3011489624223,1.1523945431046252,0.0,0.0,13
14,1.0851526638200946,0.1436920876330724,3.2901763916015625e-05,1.2973708894603133,1.1510351470964313,0.0,0.0,14
15,1.1550116571677163,0.14186124135047637,3.147125244140625e-05,1.290923079633157,1.14768631462335,0.0,1.0,15
16,1.1622597864327395,0.14014139331846,3.123283386230469e-05,1.2851193804866385,1.1444239370654905,0.0,1.0,16
17,1.1602944112038889,0.13852098928323078,3.123283386230469e-05,1.2800572388424407,1.141327742050757,0.0,1.0,17
18,1.2134041286653299,0.13699013564901938,3.0279159545898438e-05,1.2735150034059461,1.1366714526150203,0.0,1.0,18
19,1.204513335124165,0.13554030054147673,3.123283386230469e-05,1.2672932386604132,1.132155577438113,0.0,1.0,19
20,1.1964321126614375,0.13416407864998736,3.2901763916015625e-05,1.2616795144178117,1.1278359849185997,0.0,1.0,20
21,1.1869438787900124,0.1328550042807442,3.337860107421875e-05,1.2564468448238428,1.1236922483185605,0.0,1.0,21
22,1.1476740121777227,0.13160740129524925,3.0994415283203125e-05,1.251712646077439,1.119810681275195,0.0,1.0,22
23,1.1678244277985779,0.13041626158349742,3.2901763916015625e-05,1.2471966080966839,1.115960039762957,0.0,1.0,23
24,1.165750303777521,0.1292771458376718,3.409385681152344e-05,1.2427712715989032,1.1122047177412566,0.0,1.0,24
25,0.5178931469107514,0.12818610191887023,0.010556221008300781,0.8900052932458189,0.9800056461288732,0.0,0.0,25
26,0.5191034261289649,0.1271395972245065,7.772445678710938e-05,0.8945782014275622,0.9852690152074698,0.0,0.0,26
27,0.5708324101525957,0.1261344622880572,4.4345855712890625e-05,0.8954277630335816,0.9853004144024657,0.0,0.0,27
28,0.622891932799448,0.12516784345834517,3.600120544433594e-05,0.8947498400569218,0.9854479885624565,0.0,0.0,28
29,0.6128243541264888,0.1242371629699656,3.409385681152344e-05,0.8951586631803701,0.9859484185885918,0.0,0.0,29
30,0.6047351323230129,0.1233400850701559,3.337860107421875e-05,0.895145106898296,0.9860755605564162,0.0,0.0,30
31,0.6520169863158383,0.12247448713915891,3.361701965332031e-05,0.8958287941788788,0.9867113482603687,0.0,0.0,31
32,0.6417031553471111,0.12163843495163093,3.24249267578125e-05,0.8954558164583003,0.9863509980166666,0.0,0.0,32
33,0.6320314648989281,0.12083016139097319,3.361701965332031e-05,0.8952153536015544,0.9860150381948474,0.0,0.0,33
34,0.622520209473256,0.12004804805767497,3.123283386230469e-05,0.8951073713451079,0.9858085109589758,0.0,0.0,34
35,0.6142843944060087,0.11929060931505758,3.3855438232421875e-05,0.8952439812121297,0.9858305054609078,0.0,0.0,35
36,0.6069959815352279,0.11855647839732142,3.457069396972656e-05,0.8954465136725301,0.9863696609495491,0.0,0.0,36
37,0.5985831733189865,0.11784439527015389,3.4332275390625e-05,0.8954142969011949,0.9861350596985775,0.0,0.0,37
38,0.6372836284779819,0.11715319598685484,3.0517578125e-05,0.8952502795792785,0.9858018770800332,0.0,0.0,38
39,0.855916978164146,0.11648180332566696,3.123283386230469e-05,0.8950728737273832,0.9855346951015689,0.0,0.0,39
40,0.8869226678187926,0.11582921852882691,3.170967102050781e-05,0.894878505501124,0.9848758832949059,0.0,0.0,40
41,0.8722262420884808,0.11519451399238048,3.743171691894531e-05,0.8939668022422915,0.984332688563841,0.0,0.0,41
42,0.8584635900669568,0.114576826779286,3.361701965332031e-05,0.8937597924947945,0.9838114504235226,0.0,0.0,42
43,1.0528476435446672,0.11397535284773888,3.1948089599609375e-05,0.8937422279369936,0.9834925360069962,1.0,1.0,43
44,1.2399366217040628,0.11338934190276816,4.172325134277344e-05,0.8938310143981638,0.9827666230414934,1.0,1.0,44
45,1.2189429262963596,0.1128180927925918,3.170967102050781e-05,0.8935673368277233,0.9825897436223054,1.0,1.0,45
46,1.1997554750705213,0.11226094938246375,3.147125244140625e-05,0.8935455756544716,0.9823667473586488,1.0,1.0,46
47,1.1810100526431082,0.11171729684819472,3.218650817871094e-05,0.8939467978681651,0.9822106037252825,1.0,1.0,47
48,1.1633668875152425,0.11118655833949541,3.2901763916015625e-05,0.8935513816442702,0.9820331420015836,1.0,1.0,48
49,1.1810679328520637,0.11066819197003215,3.409385681152344e-05,0.893861245608555,0.9817757288801465,1.0,1.0,49
50,0.7770966393819023,0.11016168809680776,0.013091802597045898,0.9549199799811493,0.9926316669491587,0.0,0.0,50
51,0.7795618748138291,0.1096665668563537,9.083747863769531e-05,0.9555134409638029,0.9929131433138159,0.0,0.0,51
52,0.7693511727565332,0.1091823759293843,5.1021575927734375e-05,0.9558995939399547,0.9931704384214294,0.0,0.0,52
53,0.7828675240193482,0.10870868850912989,4.0531158447265625e-05,0.956506849817749,0.9933742134646332,0.0,0.0,53
54,0.8045815786451811,0.1082451014516322,3.7670135498046875e-05,0.9569199918740517,0.9933736810490259,0.0,0.0,54
55,0.7955388253815028,0.10779123358892527,3.719329833984375e-05,0.9571857376318406,0.9934011553858864,0.0,0.0,55
56,0.8063278602002624,0.10734672418830786,3.552436828613281e-05,0.9574122278093911,0.9934672026181359,0.0,0.0,56
57,0.8463316352593642,0.10691123154288863,3.6716461181640625e-05,0.9575883857266713,0.9933737391625036,0.0,0.0,57
58,0.8608624352326908,0.1064844316803016,3.647804260253906e-05,0.9577492773226857,0.9933375531336847,0.0,0.0,58
59,0.8609280760635705,0.10606601717798211,3.6716461181640625e-05,0.9577523938729885,0.9933248954883294,0.0,0.0,59
60,0.8694442980320776,0.10565569607469709,3.504753112792969e-05,0.9577965598516743,0.9932734669557556,0.0,0.0,60
61,0.868589140375362,0.10525319086916056,4.506111145019531e-05,0.9578483579545444,0.9932386582375503,0.0,0.0,61
62,0.8692115756217351,0.10485823759756537,3.600120544433594e-05,0.9578202386953589,0.9932023822756791,0.0,0.0,62
63,0.8603471965757743,0.10447058498273562,3.5762786865234375e-05,0.9579273527991898,0.9931971865481409,0.0,0.0,63
64,0.8816871145109169,0.1040899936483773,4.00543212890625e-05,0.9580948861708469,0.9930333043427763,0.0,0.0,64
65,0.8947995355479834,0.1037162353925823,3.933906555175781e-05,0.9581819328361653,0.9930091436917837,0.0,0.0,65
66,0.8902337762516136,0.1033490925153418,3.6716461181640625e-05,0.9582546475619489,0.9929586149328412,0.0,0.0,66
67,0.8805977863134722,0.10298835719535589,3.62396240234375e-05,0.9584254044554098,0.9929517692196755,0.0,0.0,67
68,0.8732338767387757,0.10263383091189644,3.5762786865234375e-05,0.958485175490454,0.9929244419115747,0.0,0.0,68
69,0.8731265202754962,0.10228532390789861,3.5762786865234375e-05,0.9586030390237691,0.9929032736794652,0.0,0.0,69
70,0.888768157349501,0.10194265469082735,3.504753112792969e-05,0.9586895750686076,0.9928241117214247,0.0,0.0,70
71,0.8793934198574758,0.10160564956819715,3.600120544433594e-05,0.9588279568064237,0.9927018434966789,0.0,0.0,71
72,0.8732992110643703,0.1012741422149179,3.600120544433594e-05,0.9589200611127017,0.9925981730565667,0.0,0.0,72
73,0.8830856968417651,0.10094797326990454,3.6716461181640625e-05,0.9589396511282942,0.9924753013646526,0.0,0.0,73
74,0.9105787829499543,0.10062698995962373,3.8623809814453125e-05,0.9588462657231642,0.9923387813032312,0.0,0.0,74
75,0.9256132192207769,0.1003110457464633,3.790855407714844e-05,0.9586690134441943,0.9922309302864938,0.0,0.0,75
76,0.9274302324072217,0.09999999999999999,3.62396240234375e-05,0.958558346723454,0.9921690225871835,0.0,0.0,76
77,0.9372899026909538,0.09969371768941204,3.6716461181640625e-05,0.9583484854121849,0.9920924201816225,0.0,0.0,77
78,0.942580333450794,0.09939206909543705,3.910064697265625e-05,0.9581259082957263,0.9920093867316992,0.0,0.0,78
79,0.9573448937891597,0.09909492954041421,3.695487976074219e-05,0.9579055256330077,0.9918570762671621,0.0,0.0,79
80,0.9482129728047411,0.0988021791350754,3.647804260253906e-05,0.957782728119095,0.9917184345943783,0.0,0.0,80
81,0.9719817051201003,0.09851370254086207,4.863739013671875e-05,0.9576244452398186,0.9915555321906043,1.0,0.0,81
