,DRO_obj_values,epsilon,DRO_time,DRO_eval1,DRO_eval2,DRO_satisfy1,DRO_satisfy2,t
0,0.8535088227813491,0.2006220914929266,0.0001895427703857422,0.9975200810598891,0.9828440121932005,0.0,0.0,0
1,0.7341310020550456,0.19168293127388172,6.818771362304688e-05,1.0044354991877407,0.9771149092792456,0.0,0.0,1
2,0.7525303255221655,0.18443644588537933,4.220008850097656e-05,1.0050576722070932,0.9752659832262861,0.0,0.0,2
3,0.7167745529571204,0.17838106725040814,3.62396240234375e-05,1.0075533868005666,0.976943187519527,0.0,0.0,3
4,0.692189519230039,0.17320508075688776,3.457069396972656e-05,1.0124054134901281,0.9810263345889402,0.0,0.0,4
5,0.5060694928511084,0.16870239755710473,0.03092789649963379,1.0598793310281596,1.0298793310281606,0.0,0.0,5
6,0.5154740332526594,0.16473014603283373,7.843971252441406e-05,1.0664549090026916,1.0379357077856468,0.0,0.0,6
7,0.5049653205459953,0.16118548977353128,4.5299530029296875e-05,1.0740937577353342,1.045107047508931,0.0,0.0,7
8,0.6324903752963754,0.15799211635437796,3.647804260253906e-05,1.0768526684972974,1.0438876178830945,0.0,0.0,8
9,0.6097072449401773,0.15509194618715116,3.24249267578125e-05,1.0787278067034745,1.0440435637521719,0.0,0.0,9
10,0.592044585527233,0.1524398244463844,4.0531158447265625e-05,1.0811452204302336,1.045947664510114,0.0,0.0,10
11,0.5766254026676353,0.15,3.361701965332031e-05,1.0833404555767217,1.0476762634592403,0.0,0.0,11
12,0.5630173208772111,0.1477437181516357,3.0517578125e-05,1.0853297786618183,1.0492656804576341,0.0,0.0,12
13,0.5508934443111652,0.14564753151219703,3.0517578125e-05,1.087144151418939,1.0507137867567224,0.0,0.0,13
14,0.5400020571562627,0.1436920876330724,2.86102294921875e-05,1.0888137932445812,1.0520440681094516,0.0,0.0,14
15,0.5301461768136321,0.14186124135047637,2.8133392333984375e-05,1.090370171949736,1.0532832755722183,0.0,0.0,15
16,0.5211694226800176,0.14014139331846,2.8848648071289062e-05,1.0918240037256863,1.05444235737889,0.0,0.0,16
17,0.5135931926712086,0.13852098928323078,2.86102294921875e-05,1.0927462646643176,1.0552070612399658,0.0,0.0,17
