,Unnamed: 0,DRO_tau,DRO_obj_values,epsilon,DRO_time,DRO_eval1,DRO_eval2,DRO_satisfy1,DRO_satisfy2,t
0,0.0,2.2204460492503132e-17,7.493210133261905e-05,0.0006458765842134,0.0008170442888512999,0.001783899586478925,0.00164540527353975,0.0,0.0,0.0
1,1.0,-0.0117851130197757,-0.002718982075685575,0.0006400154787332,0.000296003650873825,-0.001817268855143825,-0.000894584960286975,0.0,0.0,1.0
2,2.0,-0.02840448752736845,-0.00172215106440095,0.0006351014993342,0.00018950249068432502,0.011751001576985349,0.0114839138552857,0.0,0.0,2.0
3,3.0,0.015345512472631476,0.016990447493129026,0.0006308753238275,0.000194678432308075,0.016981584611066226,0.01688160388052955,0.25,1.0,3.0
4,4.0,-0.023167064587613,0.001836127538911125,0.0006271709218885,0.000155819929204825,0.008581445019960526,0.008157187107044075,0.0,0.0,4.0
5,5.0,-0.0413081565093201,-0.039731074664893104,0.0006238756566936,0.12954527197871357,-0.0007272133314145499,-0.001151939074660675,0.0,0.0,5.0
6,6.0,-0.0720392114665975,0.01319213842883635,0.0006209096445348,0.0006750243483111,0.0463115288926883,0.05038657699069255,0.0,0.0,6.0
7,7.0,0.05425649334946435,0.05425649334946435,0.0006182142019827,0.00042253849096589996,0.05425649334946435,0.05425649334946435,0.25,0.25,7.0
8,8.0,0.02376930920393865,0.02376930920393865,0.0006157449694475,0.000103142578154775,0.02376930920393865,0.02376930920393865,0.0,0.0,8.0
9,9.0,-0.00785346739774505,-0.0057760963420202,0.0006134676107615,9.039067663252354e-05,-0.00432553578042085,-0.002447056603541975,0.0,0.0,9.0
10,10.0,-0.030911987619082325,-0.02354079208658895,0.0006113550121112,0.00023612531367685002,-0.009993926358837375,-0.010680878038514974,0.0,0.0,10.0
11,11.0,-0.039052744319188454,-0.018021436638591078,0.0006093853943072,0.000522893620654875,-0.005480779446443725,-0.0052814088755435,0.0,0.0,11.0
12,12.0,-0.0204562420341731,-0.014140584080829775,0.0006075410031539,0.000562609173357425,-0.0089604476356567,-0.00867103866787915,0.0,0.0,12.0
13,13.0,-0.0267395169656089,-0.01450826570228305,0.0006058071778974,0.000146923586726125,-0.008742398226788075,-0.009646075174717026,0.0,0.0,13.0
14,14.0,-0.029862950875960224,-0.014615671066289625,0.0006041716740354,0.0005520334234460249,-0.008817822043152375,-0.008404812256712173,0.0,0.0,14.0
15,15.0,-0.030093279819645775,-0.013876086022333126,0.0006026241615322,0.0005797840422019,-0.0072538743725127,-0.007319491893351825,0.0,0.0,15.0
16,16.0,-0.027049590168471624,-0.013493192440945725,0.0006011558466548,0.0005954194348305,-0.010355923250720276,-0.011480057464463825,0.0,0.0,16.0
17,17.0,-0.0251962282325053,-0.014920406349636674,0.000599759182636,0.00061936199199405,-0.009514533793019975,-0.010524533911074625,0.0,0.0,17.0
18,18.0,-0.02449043030871845,-0.015415226766355726,0.0005984276452744,0.0006471421802415999,-0.009731643255974299,-0.0099713077114694,0.0,0.0,18.0
19,19.0,-0.0285948885719498,-0.013459450485269225,0.0005971555567523,0.000667014392092775,-0.00917907817620865,-0.0103531274883009,0.0,0.0,19.0
20,20.0,-0.02418454437111855,-0.013901535710525825,0.0005959379457645,0.0006945646600796999,-0.01102447594784185,-0.010115703900204276,0.0,0.0,20.0
21,21.0,-0.027439604314388452,-0.015644704584926426,0.000594770435342,0.00072576291859145,-0.010830115581611476,-0.012156018900649025,0.0,0.0,21.0
22,22.0,-0.02738549839805185,-0.014932012227619026,0.0005936491520495,0.000763190328143475,-0.010584672986280574,-0.010626987963869275,0.0,0.0,22.0
23,23.0,-0.025533654463824326,-0.0144693931999828,0.0005925706518533,0.0007808954687788751,-0.01149842081727165,-0.01221809833396825,0.0,0.0,23.0
24,24.0,-0.026430444311217775,-0.014577926581254775,0.0005915318591222,0.000813020276837,-0.010809326474732976,-0.0114159151440432,0.0,0.0,24.0
25,25.0,-0.03348432882453338,-0.02747909611854285,0.0005905300160685,0.6565036025131121,-0.014398334689791025,-0.014127045478990276,0.0,0.0,25.0
26,26.0,-0.04052704283140617,-0.020365117335415475,0.000589562640557,0.0014865869889035,-0.009873762205188225,-0.011580227624803425,0.0,0.0,26.0
27,27.0,-0.013350127719781026,-0.012983260703853475,0.0005886274906776,0.0008948105387389499,-0.012428212735027875,-0.01233189990219455,0.0,0.0,27.0
28,28.0,-0.02953104734210685,-0.023412138493487177,0.0005877225348196,0.00014483358245335,-0.014740117727831351,-0.0153324842543393,0.0,0.0,28.0
29,29.0,-0.03366932623885148,-0.023436174871765074,0.0005868459262578,0.0010030876146629002,-0.012559205567916249,-0.012976134702900575,0.0,0.0,29.0
30,30.0,-0.03533520758051807,-0.02089755729528495,0.0005859959814554,0.0009628304978832,-0.013094011510156149,-0.01299931201446495,0.0,0.0,30.0
31,31.0,-0.0259111364079951,-0.020441126798556374,0.0005851711614545,0.0009657579939812249,-0.014863416245327075,-0.014889024684990825,0.0,0.0,31.0
32,32.0,-0.03219238880588813,-0.02188705546566665,0.0005843700558392,0.0009794769575818749,-0.014404025821174,-0.014258974441549024,0.0,0.0,32.0
33,33.0,-0.03034821166148595,-0.021792647573651673,0.0005835913688581,0.0010164529085158998,-0.01469982909988015,-0.01403343928871555,0.0,0.0,33.0
34,34.0,-0.033110263514618446,-0.022660459669068826,0.000582833907367,0.0010411331895738751,-0.0138250643733503,-0.013460103674885177,0.0,0.0,34.0
35,35.0,-0.03203670212607915,-0.0215059096838074,0.0005820965703118,0.001071558566763975,-0.014208273846103726,-0.014580007249227426,0.0,0.0,35.0
36,36.0,-0.030339536507197975,-0.02120034676695805,0.0005813783395228,0.0010892008431255,-0.014581129085597925,-0.014159298611307875,0.0,0.0,36.0
37,37.0,-0.03157624687352682,-0.02152153242502495,0.0005806782716294,0.001120997825637425,-0.014300747920018226,-0.0143794736691367,0.0,0.0,37.0
38,38.0,-0.031070222524289474,-0.022167428283669452,0.0005799954909341,0.001134986639954125,-0.013336378797883849,-0.01359898790128835,0.0,0.0,38.0
