,Unnamed: 0,DRO_tau,DRO_obj_values,epsilon,DRO_time,DRO_eval1,DRO_eval2,DRO_satisfy1,DRO_satisfy2,t
0,0.0,0.1,0.1,0.0006458765842134,0.00153181387577205,0.1,0.1,0.0,0.0,0.0
1,1.0,0.0292893218813452,0.16445102020428087,0.0006400154787332,0.000460751238279025,0.17807072857292566,0.18104166949313044,1.0,1.0,1.0
2,2.0,0.1251076855556564,0.1251076855556564,0.0006351014993342,0.000375511124730025,0.1251076855556564,0.1251076855556564,1.0,1.0,2.0
3,3.0,0.10993564590849238,0.10993564590849238,0.0006308753238275,0.00041250872891395,0.10993564590849231,0.10993564590849231,1.0,1.0,3.0
4,4.0,0.0655080700071998,0.0655080700071998,0.0006271709218885,0.000259817461483125,0.0655080700071998,0.0655080700071998,1.0,1.0,4.0
5,5.0,-0.0325604636285801,-0.03125314650139058,0.0006238756566936,0.2195129879983142,0.0148280807739571,0.019527683949872726,0.0,0.0,5.0
6,6.0,-0.053560517283201874,0.07514624025517057,0.0006209096445348,0.0009899729629978251,0.11269807462573478,0.11228338056383463,0.0,0.0,6.0
7,7.0,0.07002634045089179,0.07002634045089179,0.0006182142019827,0.000611448776908125,0.07002634045089179,0.07002634045089179,1.0,1.0,7.0
8,8.0,0.037657261488303326,0.037657261488303326,0.0006157449694475,0.000182932708412325,0.037657261488303326,0.037657261488303326,1.0,1.0,8.0
9,9.0,0.006034484886619525,0.006034484886619525,0.0006134676107615,0.0002835198538377,0.006034484886619525,0.006886857326074899,1.0,1.0,9.0
10,10.0,-0.021119682623558626,-0.011495366683549675,0.0006113550121112,0.0005200087325647001,0.001614077423041393,0.0014547065689580752,0.0,0.0,10.0
11,11.0,-0.023045522220183197,-0.0084586268738222,0.0006093853943072,0.00075555942021305,0.01154606687758285,0.011224128923460301,0.0,0.0,11.0
12,12.0,0.002468757339905375,0.002468757339905375,0.0006075410031539,0.0006686648121103,0.007667546333013876,0.009714217193880876,1.0,1.0,12.0
13,13.0,-0.01458546578272445,-0.0073252696928519,0.0006058071778974,0.00060667714569715,0.0007989462572205001,0.0009899342136660749,0.0,0.75,13.0
14,14.0,-0.015755798075819574,-0.0071868979712672,0.0006041716740354,0.0006518469890579,0.00035518752922462503,0.000713787644857225,0.0,0.0,14.0
15,15.0,-0.018695539498356024,-0.007787005683123524,0.0006026241615322,0.000676287105306975,0.0012888040231041,0.00035461651765146,0.0,1.0,15.0
16,16.0,-0.0149125689142685,-0.0073110436001786,0.0006011558466548,0.00071120425127445,-0.000977513905920675,-0.0008056608005795501,1.0,1.0,16.0
17,17.0,-0.017395485718730973,-0.008951998607667875,0.000599759182636,0.0007289217319339249,-0.0031747772719834004,-0.002177435020858,0.0,0.0,17.0
18,18.0,-0.01822185312108465,-0.008836015812987024,0.0005984276452744,0.000744079588912375,-0.00476173165581415,-0.003714558190617225,0.75,1.0,18.0
19,19.0,-0.017306065313090375,-0.008338624664192976,0.0005971555567523,0.000993689638562475,-0.001341303824951175,0.0021471505306634,1.0,1.0,19.0
20,20.0,-0.014495682164858449,-0.007854856414911475,0.0005959379457645,0.0008041122928261251,-0.0061961472708889,-0.005265711137908675,1.0,1.0,20.0
21,21.0,-0.018100850913436325,-0.009522032424499,0.000594770435342,0.0008358816849067001,-0.00665383655135775,-0.00483289300169815,0.75,1.0,21.0
22,22.0,-0.017690016455495224,-0.00988374388549205,0.0005936491520495,0.0008666701614856249,-0.005408506179847675,-0.003327447369102875,0.0,1.0,22.0
23,23.0,-0.017350428174691977,-0.00970585820722485,0.0005925706518533,0.0008966227760538251,-0.00539462906968045,-0.004350309091782175,0.0,1.0,23.0
24,24.0,-0.017183487450582825,-0.010184287127063651,0.0005915318591222,0.0009140002075582,-0.005546461980520424,-0.0039663244999856,0.0,1.0,24.0
25,25.0,-0.026297553042872877,-0.0222580219486696,0.0005905300160685,1.1030591003363952,-0.006191927573178825,-0.007941963492127824,0.0,0.0,25.0
26,26.0,-0.03206379710052515,-0.010687496841764826,0.000589562640557,0.001867849961854475,0.004451612041122576,0.007779708145440675,0.0,0.0,26.0
27,27.0,-0.0034756163840011,-0.0034756163840011,0.0005886274906776,0.001006513019092325,-0.0034756163840011,-0.0034756163840011,1.0,1.0,27.0
28,28.0,-0.0220451502017063,-0.017650315473013947,0.0005877225348196,0.000998685485683325,-0.011402925063158424,-0.01165898475617415,0.0,0.0,28.0
29,29.0,-0.014933621312904526,-0.014481904258439725,0.0005868459262578,0.001530501875095,-0.006851238028659475,-0.0082585504098414,0.0,0.0,29.0
30,30.0,-0.016620531001192474,-0.013077285577815975,0.0005859959814554,0.00108003790955985,-0.0037841122844499,-0.003810209163284125,0.0,0.0,30.0
31,31.0,-0.0136868713646953,-0.0132995500124853,0.0005851711614545,0.001092517981305675,-0.0098189264540123,-0.009079145581497274,0.0,0.0,31.0
32,32.0,-0.025280301985260177,-0.01747866532308725,0.0005843700558392,0.0011238404549658249,-0.007777439829737776,-0.009015405386329651,0.0,0.0,32.0
33,33.0,-0.01467648872507245,-0.013872813079632824,0.0005835913688581,0.001119467546232,-0.00917940419285905,-0.00951699991808435,0.0,0.0,33.0
34,34.0,-0.027714660353657723,-0.01731889752383425,0.000582833907367,0.001152010285295525,-0.00711292390768655,-0.0061926324845838,0.0,0.0,34.0
35,35.0,-0.01647986155005265,-0.01384083078663965,0.0005820965703118,0.00119927432388065,-0.007823080290718475,-0.0074247199040799496,0.0,0.0,35.0
36,36.0,-0.022988904357436224,-0.016392501585988824,0.0005813783395228,0.001217458164319375,-0.009644154906451026,-0.0110860175988651,0.0,0.0,36.0
37,37.0,-0.02179563002008925,-0.015775656079250976,0.0005806782716294,0.0012602437054738,-0.008947334093664225,-0.009377594874275624,0.0,0.0,37.0
38,38.0,-0.024275291548799,-0.0163217187233382,0.0005799954909341,0.001263005658984125,-0.01051759326528555,-0.008840823695394,0.0,0.0,38.0
39,39.0,-0.0193692935641414,-0.016756359999158275,0.0005793291831144,0.0013061832869425,-0.009601679727891624,-0.0114536032668469,0.0,0.0,39.0
40,40.0,-0.02497832569000525,-0.01689691462655175,0.000578678589639,0.001347181852906875,-0.009759087736898325,-0.008982023125360599,0.0,0.0,40.0
41,41.0,-0.0199533376934573,-0.015638003745584675,0.0005780430028035,0.001331730396486725,-0.009350389396195001,-0.010399860977755625,0.0,0.0,41.0
42,42.0,-0.021988234885833097,-0.016482553508942125,0.0005774217613048,0.001377753913402525,-0.010068936646618875,-0.010705008446836126,0.0,0.0,42.0
43,43.0,-0.022567509661104452,-0.017030453058482824,0.0005768142462864,0.00145069160498675,-0.009275047481090926,-0.009629034849414176,0.0,0.0,43.0
44,44.0,-0.021467000959476575,-0.016708213330001925,0.0005762198777951,0.00139332923572505,-0.01064083664894235,-0.0105449510656242,0.0,0.0,44.0
45,45.0,-0.021373571860518824,-0.01642395719386775,0.0005756381115988,0.0014260185416787,-0.010722544852691751,-0.011728860024797625,0.0,0.0,45.0
46,46.0,-0.023973673868315726,-0.016962080259066925,0.0005750684363229,0.001484362059272775,-0.010068267458913325,-0.010512660133504876,0.0,0.0,46.0
47,47.0,-0.022160224791507074,-0.01619793289021,0.0005745103708673,0.001487866626121075,-0.011060782360555025,-0.01044325239979395,0.0,0.0,47.0
48,48.0,-0.02078911527725895,-0.016541158772808373,0.0005739634620714,0.001527934218756825,-0.010939683067400625,-0.012315860261642525,0.0,0.0,48.0
49,49.0,-0.02392390842407295,-0.016907500873867075,0.0005734272826001,0.00154561898671085,-0.0107790498194029,-0.011574318473918375,0.0,0.0,49.0
50,50.0,-0.026223113510578325,-0.021950528578082974,0.0005729014290247,2.5024230655981228,-0.0131037313815613,-0.0134496170479774,0.0,0.0,50.0
51,51.0,-0.030272799227770576,-0.017842506055583775,0.0005723855200798,0.0030351126333698,-0.009358871672016076,-0.009130257018912624,0.0,0.0,51.0
52,52.0,-0.017065271965289147,-0.0159175804151614,0.0005718791950741,0.001664092531427725,-0.0143960784080601,-0.0148482849882259,0.0,0.0,52.0
53,53.0,-0.026521676286588275,-0.020711767356658924,0.0005713821124426,0.001674886676482775,-0.013455257626493975,-0.01189437531366695,0.0,0.0,53.0
54,54.0,-0.020372109020704698,-0.018411993936625574,0.0005708939484223,0.001715677441097725,-0.014699663632601799,-0.01463179456923255,0.0,0.0,54.0
55,55.0,-0.024437127760179877,-0.01858092229868075,0.0005704143958411,0.001742680091410825,-0.013069444755032699,-0.012746097003369376,0.0,0.0,55.0
56,56.0,-0.019337314248648225,-0.01754198481657615,0.0005699431630074,0.0017331852577626,-0.01435347717988175,-0.014521960406347425,0.0,0.0,56.0
57,57.0,-0.0266258725932715,-0.019405642174040626,0.0005694799726909,0.001793590141460275,-0.013106106942015675,-0.012716381830168001,0.0,0.0,57.0
58,58.0,-0.019809493211691374,-0.01757694017567505,0.000569024561186,0.001786799984984025,-0.014043795739703175,-0.0140773025782961,0.0,0.0,58.0
