,Unnamed: 0,DRO_tau,DRO_obj_values,epsilon,DRO_time,DRO_eval1,DRO_eval2,DRO_satisfy1,DRO_satisfy2,SA_eval1,SA_eval2,SA_satisfy1,SA_satisfy2,SA_obj_values,SA_time,SA_tau,t
0,0.0,-0.0074036904600920245,0.000219265546054775,0.0048028138486479,0.0007759215,0.02741970932701135,0.024167011398909477,0.0,0.0,0.046783682561230326,0.03909571956615063,0.0,0.0,-0.010252961722649952,0.00037964425,-0.010252961961419074,0.0
1,1.0,-0.007403100022232975,0.0041041118223745,0.0047809722514406,0.00088353675,0.0274194917933426,0.0241664743821509,0.0,0.0,0.03709592436662072,0.03626981905025678,0.0,0.0,-0.008170776230493575,0.00042234,-0.008170776242479874,1.0
2,2.0,-0.002760049596750325,0.00680500290453515,0.0047625829551614,0.00099632575,0.018297484806439952,0.022051817303935323,0.0,0.0,0.02279401398245775,0.0242298391067776,0.0,0.0,-0.007653092954651775,0.00046660725,-0.007653092958046351,2.0
3,3.0,-0.002640732076484875,0.007813260526874874,0.0047467106047525,0.0011270025,0.017947128116436926,0.0224226605907935,0.0,0.0,0.0224365085783344,0.024361827590679626,0.0,0.0,-0.00443230344406895,0.00045953575,-0.004432303458234775,3.0
4,4.0,-0.0016330675002404751,0.011180734005846099,0.0047327541132007,0.0012443425,0.01868244512755625,0.0192849382014569,0.0,0.0,0.022118634617231077,0.024332969343359448,0.0,0.0,-0.0038932956120403253,0.0005069175,-0.004239954708735825,4.0
5,5.0,-0.0016343683716720748,0.010675813879566148,0.0047203043814296,0.001406897,0.019099278676863524,0.02037495492567055,0.0,0.0,0.02017051308359165,0.019819849140394776,0.0,0.0,-0.00389329495061465,0.00052675125,-0.00423995720903875,5.0
6,6.0,-0.0016322654739015252,0.010343066693271825,0.0047090704441188,0.0015263087500000001,0.018032198652379677,0.020191692426568125,0.0,0.0,0.020305247529123924,0.018255997864605977,0.0,0.0,-0.003161596045105525,0.0005536625,-0.0031615960690499247,6.0
7,7.0,0.0003944374851085,0.0101828135232101,0.0046988380097891,0.0016829905,0.0177810532284012,0.019316529841906075,0.0,0.0,0.0205497344042676,0.018255998547567525,0.0,0.0,-0.0026902172225174497,0.0005983325,-0.004331365466583075,7.0
8,8.0,0.00218167533215865,0.011164204593100526,0.004689444718299,0.00182221025,0.017759247225020675,0.01841602141044625,0.0,0.0,0.017917858438771698,0.01676931837141035,0.0,0.0,-0.00014244156631400002,0.000678282,-0.003636348755489475,8.0
9,9.0,0.0014499169937203249,0.013554530251714925,0.0046807646306131,0.00193131225,0.01775415134873615,0.018638036613235324,0.0,0.0,0.0176350599893141,0.01712963271971235,0.0,0.0,0.0008671879568184499,0.000702121,-0.003636348694961725,9.0
10,10.0,0.001450280365498075,0.013164742499966174,0.0046726981044575,0.002063913,0.017760011129976074,0.01885082377683465,0.0,0.0,0.017635061096528477,0.017243227499028874,0.0,0.0,0.00079078015684045,0.0007311234999999999,-0.002902549185026425,10.0
11,11.0,0.001281906060608475,0.014720166835661125,0.004665164957684,0.0024087295,0.017936196254522377,0.01871197741849445,0.0,0.0,0.017947178407487573,0.0182186323377767,0.0,0.0,0.0007048721318286,0.0008270584999999999,-0.0015850166712934,11.0
12,12.0,0.00144463358113425,0.016886808266457574,0.0046580997165993,0.00242570725,0.017723301716919177,0.018247851316807652,0.0,0.0,0.01705921684291195,0.0172698388565386,0.0,0.0,0.00117782449182845,0.00086029525,-0.0010840316222743,12.0
13,13.0,0.001739126177632525,0.01659628912243885,0.0046514482303035,0.002713463,0.018342358110414275,0.018527777405843424,0.0,0.0,0.0175835387044984,0.01745089095829015,0.0,0.0,0.0010536686688648,0.00089477725,-0.0013866493691514,13.0
14,14.0,0.0015464657205069752,0.01694473364508365,0.0046451652055638,0.0028897365,0.018564170359732853,0.018375335716576124,0.0,0.0,0.017569421830319374,0.017031026809346827,0.0,0.0,0.00103685132922355,0.00095491125,-0.001748434765800225,14.0
15,15.0,0.001985118547140125,0.018330295450523476,0.0046392123774724,0.00282900725,0.01778028698517185,0.017847780043972652,0.0,0.0,0.017232936908750475,0.0171052528129183,0.0,0.0,0.001080234013441525,0.0009856650000000002,-0.0005288613237184,15.0
16,16.0,0.00261904596955035,0.018560980055470626,0.0046335571288421,0.0032018065,0.017567390360032676,0.018031845741186974,0.0,0.0,0.01705268410047295,0.018180276433093098,0.0,0.0,0.000983234284435825,0.0010823045,-0.0007346074013818,16.0
17,17.0,0.0036552813605933753,0.01834889310885935,0.0046281714324806,0.0032113835,0.017395332551323472,0.017925282120979723,0.0,0.25,0.01703724509337105,0.017520073659825625,0.0,0.0,0.001088977233742125,0.00113984825,-0.0009599691724471501,17.0
18,18.0,0.003676107895449525,0.01799014463251895,0.0046230310298178,0.00350023325,0.017554678165449224,0.017719412385031948,0.0,0.25,0.016740445098287777,0.016298153928040123,0.0,0.0,0.001055234676995725,0.0011523384999999999,-0.0008430480833617,18.0
19,19.0,0.00368120519427005,0.01773076267210215,0.0046181147852481,0.00370323875,0.017452062076628874,0.01790014535718795,0.0,0.0,0.0170449578519693,0.0152815322437096,0.0,0.0,0.001089054716984625,0.001135727,-0.000799418134286825,19.0
20,20.0,0.003683462491917775,0.01852648852407315,0.0046134041729529,0.00374812975,0.01740931407737125,0.0175935702115015,0.0,0.0,0.0169751713974162,0.015551256390459275,0.0,0.0,0.0029410465435987998,0.00121882325,-0.0006626515589536,20.0
21,21.0,0.002959541927304075,0.018169565662856248,0.0046088828648835,0.00398059575,0.017230996217451576,0.01755374625333505,0.0,0.0,0.01592070990481525,0.0149098664311547,0.0,0.0,0.0032463081451867496,0.0013362592499999999,-0.00021763519470595002,21.0
